Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
121,4,Ta'Quon Graham,Texas,DL3T,Las Vegas (Trade),-18,8,2021-03-10,Texas
122,4,Aaron Banks,Notre Dame,OG,Houston (Trade),+3,8,2021-03-10,Indiana
123,4,Divine Deablo,Virginia Tech,S,Miami,+8,8,2021-03-10,Virginia
124,4,Kellen Mond,Texas A&M,QB,Washington,-19,8,2021-03-10,Texas
125,4,Jordan Smith,UAB,EDGE,Minnesota (Trade),-27,8,2021-03-10,Alabama
126,4,Trey Hill,Georgia,OC,Tennessee,+3,8,2021-03-10,Georgia
127,4,Jaelon Darden,North Texas,WRS,Indianapolis,+34,8,2021-03-10,Texas
128,4,Jaret Patterson,Buffalo,RB,Pittsburgh,+22,8,2021-03-10,New York
129,4,Jack Anderson,Texas Tech,OG,Seattle,-25,8,2021-03-10,Texas
130,4,Khalil Herbert,Virginia Tech,RBC,Jacksonville (Trade),+14,8,2021-03-10,Virginia
131,4,Ar'Darius Washington,TCU,S,Baltimore,+13,8,2021-03-10,Texas
132,4,Paddy Fisher,Northwestern,ILB,Cleveland,-12,8,2021-03-10,Illinois
133,4,Cary Angeline,NC State,TE,New Orleans,+9,8,2021-03-10,North Carolina
134,4,Charles Snowden,Virginia,OLB,Minnesota (Trade),+7,8,2021-03-10,Virginia
135,4,Tutu Atwell,Louisville,WRS,Green Bay,+38,8,2021-03-10,Kentucky
136,4,Wyatt Hubert,Kansas State,EDGE,Kansas City,-22,8,2021-03-10,Kansas
137,4,Alaric Jackson,Iowa,OT,Tampa Bay,-37,8,2021-03-10,Iowa
138,4,Caden Sterns,Texas,S,Dallas (Comp),+10,8,2021-03-10,Texas
139,4,Bobby Brown III,Texas A&M,DL1T,New England (Comp),-16,8,2021-03-10,Texas
140,4,Kylin Hill,Mississippi State,RB,LA Rams (Comp),+14,8,2021-03-10,Mississippi
141,4,Rodarius Williams,Oklahoma State,CB,Pittsburgh (Comp),+12,8,2021-03-10,Oklahoma
142,4,James Hudson,Cincinnati,OT,Green Bay (Comp),-38,8,2021-03-10,Ohio
143,4,Sam Ehlinger,Texas,QB,Minnesota (Comp),-25,8,2021-03-10,Texas
144,4,Monty Rice,Georgia,OLB,Kansas City (Comp),+3,8,2021-03-10,Georgia
145,4,Jimmy Morrissey,Pitt,OC,New England (Comp),-22,8,2021-03-10,Pennsylvania
146,4,Tariq Thompson,San Diego State,S,Jacksonville,+8,8,2021-03-10,California
147,5,Ihmir Smith-Marsette,Iowa,WR,NY Jets,+22,7,2021-03-10,Iowa
148,5,Kylen Granson,SMU,TE,Houston,+6,7,2021-03-10,Texas
149,5,Keith Taylor,Washington,CB,Atlanta,+18,7,2021-03-10,Washington
150,5,Olaijah Griffin,USC,CB,Cincinnati,+15,7,2021-03-10,California
151,5,Pooka Williams,Kansas,RBC,Philadelphia,+17,7,2021-03-10,Kansas
152,5,Tommy Kraemer,Notre Dame,OG,Atlanta,-11,7,2021-03-10,Indiana
153,5,Tommy Doyle,Miami (OH),OT,Denver,-23,7,2021-03-10,Ohio
154,5,Darren Hall,San Diego State,CB,Detroit,-2,7,2021-03-10,California
155,5,Michal Menet,Penn State,OC,NY Jets (Trade),-34,7,2021-03-10,Pennsylvania
156,5,Damon Hazelton,Missouri,WR,San Francisco,+19,7,2021-03-10,Missouri
157,5,Shane Buechele,SMU,QB,Philadelphia (Trade),-21,7,2021-03-10,Texas
158,5,JaCoby Stevens,LSU,S,Minnesota,+7,7,2021-03-10,Louisiana
159,5,Tommy Togiai,Ohio State,DL3T,New England,+9,7,2021-03-10,Ohio
160,5,Amari Rodgers,Clemson,WR,LA Chargers,+15,7,2021-03-10,South Carolina
161,5,Thomas Graham Jr.,Oregon,CB,Arizona,+2,7,2021-03-10,Oregon
162,5,Jonathan Marshall,Arkansas,DL1T,Buffalo (Trade),-15,7,2021-03-10,Arkansas
163,5,Khyiris Tonga,BYU,DL1T,Las Vegas (Trade),-47,7,2021-03-10,Utah
164,5,Noah Gray,Duke,TE,Washington,-22,7,2021-03-10,North Carolina
165,5,Sadarius Hutcherson,South Carolina,OG,Chicago,-4,7,2021-03-10,South Carolina
166,5,Daelin Hayes,Notre Dame,EDGE,Indianapolis,+4,7,2021-03-10,Indiana
167,5,Shemar Jean-Charles,Appalachian State,CB,Tennessee,+7,7,2021-03-10,North Carolina
168,5,Adrian Ealy,Oklahoma,OT,Seattle,-19,7,2021-03-10,Oklahoma
169,5,Marco Wilson,Florida,CB,Minnesota (Trade),+5,7,2021-03-10,Florida
170,5,Xavier Kelly,Arkansas,DL3T,Cleveland (Trade),-14,7,2021-03-10,Arkansas
171,5,Malik Herring,Georgia,DL5T,Arizona,+10,7,2021-03-10,Georgia
172,5,Ryan McCollum,Texas A&M,OC,Baltimore,-52,7,2021-03-10,Texas
173,5,Jamien Sherwood,Auburn,S,San Francisco (Trade),+27,7,2021-03-10,Alabama
174,5,Trill Williams,Syracuse,CB,Green Bay,+9,7,2021-03-10,New York
175,5,Tommy Tremble,Notre Dame,TE,Buffalo,-32,7,2021-03-10,Indiana
176,5,Donovan Stiner,Florida,S,Kansas City,+19,7,2021-03-10,Florida
177,5,Osa Odighizuwa,UCLA,DL5T,Tampa Bay,-34,7,2021-03-10,California
178,5,Jamin Davis,Kentucky,ILB,Green Bay (Comp),-15,7,2021-03-10,Kentucky
179,5,Matt Bushman,BYU,TE,Dallas (Comp),-16,7,2021-03-10,Utah
180,6,D.J. Daniel,Georgia,CB,Kansas City (Comp),+10,6,2021-03-10,Georgia
181,6,Naquan Jones,Michigan State,DL1T,Atlanta (Comp),-44,6,2021-03-10,Michigan
182,6,Amen Ogbongbemiga,Oklahoma State,OLB,Atlanta (Comp),-9,6,2021-03-10,Oklahoma
183,6,Brady White,Memphis,QB,San Francisco (Comp),-21,6,2021-03-10,Tennessee
184,6,Torrance Marable,Coastal Carolina,RBC,Carolina (Comp),+48,6,2021-03-10,South Carolina
185,6,Brady Christensen,BYU,OT,Baltimore (Comp),-12,6,2021-03-10,Utah
186,6,Elijah Mitchell,Louisiana-Lafayette,RB,Tampa Bay (Comp),+54,6,2021-03-10,Louisiana
187,6,Larry Borom,Missouri,OT,Tennessee (Trade),-22,6,2021-03-10,Missouri
188,6,Shi Smith,South Carolina,WRS,NY Jets (Trade),-15,6,2021-03-10,South Carolina
189,6,Nico Collins,Michigan,WR,Atlanta,+40,6,2021-03-10,Michigan
190,6,Shaka Toney,Penn State,EDGE,Houston,+24,6,2021-03-10,Pennsylvania
191,6,Camryn Bynum,California,CB,Philadelphia,+20,6,2021-03-10,California
192,6,Joshua Kaindoh,Florida State,EDGE,Cincinnati,+13,6,2021-03-10,Florida
193,6,Kary Vincent Jr.,LSU,CB,Denver,+8,6,2021-03-10,Louisiana
194,6,Tyler Vaughns,USC,WR,Dallas (Trade),+41,6,2021-03-10,California
195,6,Quintin Morris,Bowling Green,TE,Carolina,-3,6,2021-03-10,Ohio
196,6,Mustafa Johnson,Colorado,DL5T,San Francisco,-16,6,2021-03-10,Colorado
197,6,Victor Dimukeje,Duke,EDGE,New England (Trade),+14,6,2021-03-10,North Carolina
198,6,Kelvin Joseph,Kentucky,CB,NY Giants,+10,6,2021-03-10,Kentucky
199,6,Jermar Jefferson,Oregon State,RBC,New England,+27,6,2021-03-10,Oregon
200,6,O'Bryan Goodson,Memphis,DL3T,LA Chargers,-52,6,2021-03-10,Tennessee
201,6,Demetric Felton,UCLA,RBC,Minnesota,+19,6,2021-03-10,California
202,6,Landon Young,Kentucky,OT,NY Giants (Trade),-24,6,2021-03-10,Kentucky
203,6,Tyree Gillespie,Missouri,S,Houston (Trade),-24,6,2021-03-10,Missouri
204,6,Brennan Eagles,Texas,WR,Las Vegas (Trade),+29,6,2021-03-10,Texas
205,6,T.J. Vasher,Texas Tech,WR,Chicago,+13,6,2021-03-10,Texas
206,6,Tuf Borland,Ohio State,ILB,LA Chargers (Trade),-48,6,2021-03-10,Ohio
207,6,Calvin Ashley,Florida A&M,OG,Indianapolis,-51,6,2021-03-10,Florida
208,6,Drew Dalman,Stanford,OC,Kansas City (Trade),-54,6,2021-03-10,California
209,6,Stevie Scott,Indiana,RB,Seattle,+13,6,2021-03-10,Indiana
210,6,Robert Rochell,Central Arkansas,CB,LA Rams,+9,6,2021-03-10,Arkansas
211,6,Tre' McKitty,Georgia,TE,Baltimore,-11,6,2021-03-10,Georgia
212,6,Jordon Scott,Oregon,DL1T,Cleveland,-49,6,2021-03-10,Oregon
213,6,Robert Hainsey,Notre Dame,OT,Houston (Trade),-16,6,2021-03-10,Indiana
214,6,Antjuan Simmons,Michigan State,OLB,Buffalo,-9,6,2021-03-10,Michigan
215,7,Kendrick Green,Illinois,OG,Green Bay,-67,5,2021-03-10,Illinois
216,7,Lorenzo Neal,Purdue,DL1T,Tennessee (Trade),-54,5,2021-03-10,Indiana
217,7,Kayode Awosika,Buffalo,OT,Pittsburgh (Trade),-32,5,2021-03-10,New York
218,7,Isaiahh Loudermilk,Wisconsin,DL5T,Atlanta (Comp),+0,5,2021-03-10,Wisconsin
219,7,Malcolm Koonce,Buffalo,EDGE,Chicago (Comp),+19,5,2021-03-10,New York
220,7,Austin Watkins,UAB,WR,Green Bay (Comp),-14,5,2021-03-10,Alabama
221,7,Marquez Stevenson,Houston,WR,Minnesota (Comp),+13,5,2021-03-10,Texas
222,7,Dan Moore Jr.,Texas A&M,OT,Philadelphia (Comp),-42,5,2021-03-10,Texas
223,7,Josh Imatorbhebhe,Illinois,WR,Carolina (Comp),+29,5,2021-03-10,Illinois
224,7,Tony Fields II,West Virginia,OLB,Chicago (Comp),-8,5,2021-03-10,West Virginia
225,7,Erroll Thompson,Mississippi State,ILB,New England (Comp),-50,5,2021-03-10,Mississippi
226,7,Frank Darby,Arizona State,WR,Pittsburgh (Comp),+12,5,2021-03-10,Arizona
227,7,Briley Moore,Kansas State,TE,Jacksonville,-9,5,2021-03-10,Kansas
228,7,Cameron Sample,Tulane,EDGE,San Francisco (Trade),+11,5,2021-03-10,Louisiana
229,7,Kyree Campbell,Florida,DL3T,Houston,-38,5,2021-03-10,Florida
230,7,Jonathon Cooper,Ohio State,EDGE,Miami (Trade),+9,5,2021-03-10,Ohio
231,7,Damar Hamlin,Pitt,S,Cincinnati,-4,5,2021-03-10,Pennsylvania
232,7,Carlo Kemp,Michigan,DL3T,Philadelphia,-47,5,2021-03-10,Michigan
233,7,Pro Wells,TCU,TE,Cincinnati (Trade),-12,5,2021-03-10,Texas
234,7,Patrick Johnson,Tulane,EDGE,Buffalo (Trade),-9,5,2021-03-10,Louisiana
235,7,Elijah Ponder,Cincinnati,DL5T,Denver,-7,5,2021-03-10,Ohio
236,7,Larry Rountree III,Missouri,RB,Dallas,+31,5,2021-03-10,Missouri
237,7,Chris Brown,Texas,S,Denver (Trade),-11,5,2021-03-10,Texas
238,7,Andrew Vastardis,Michigan,OC,San Francisco,-74,5,2021-03-10,Michigan
239,7,Javian Hawkins,Louisville,RBC,LA Chargers,+23,5,2021-03-10,Kentucky
240,7,Alex Kessman,Pitt,PK,Minnesota,+7,5,2021-03-10,Pennsylvania
241,7,Deommodore Lenoir,Oregon,CB,New England,+35,5,2021-03-10,Oregon
242,7,Tay Gowan,UCF,CB,Arizona,+29,5,2021-03-10,Florida
243,7,Cole Van Lanen,Wisconsin,OT,Washington (Trade),-29,5,2021-03-10,Wisconsin
244,7,K.J. Costello,Mississippi State,QB,Pittsburgh (Trade),-12,5,2021-03-10,Mississippi
245,7,Cade Johnson,South Dakota State,WRS,Washington,-14,5,2021-03-10,South Dakota
246,7,Ambry Thomas,Michigan,CB,Las Vegas (Trade),+18,5,2021-03-10,Michigan
247,7,Nick Eubanks,Michigan,TE,Indianapolis,-10,5,2021-03-10,Michigan
248,7,Trevon Grimes,Florida,WR,Jacksonville (Trade),+28,5,2021-03-10,Florida
249,7,James Wiggins,Cincinnati,S,NY Jets (Trade),-16,5,2021-03-10,Ohio
250,7,Grant Stuard,Houston,OLB,Tampa Bay (Trade),+13,5,2021-03-10,Texas
251,7,Max Richardson,Boston College,OLB,LA Rams,+11,5,2021-03-10,Massachusetts
252,7,Feleipe Franks,Arkansas,QB,Denver (Trade),-45,5,2021-03-10,Arkansas
253,7,Michael Clemons,Texas A&M,EDGE,Pittsburgh (Trade),-23,5,2021-03-10,Texas
254,7,Jamar Johnson,Indiana,S,Green Bay,-123,5,2021-03-10,Indiana
255,7,Greg McCrae,UCF,RBC,Cleveland (Trade),-25,5,2021-03-10,Florida
256,0,Jake Curhan,California,OG,Tennessee (Trade),-50,0,2021-03-10,California
257,0,Nick McCloud,Notre Dame,CB,Tampa Bay,+13,0,2021-03-10,Indiana
