Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
56,2,Rodarius Williams,Oklahoma State,CB,Seattle,-24,15,2021-01-31,Oklahoma
57,2,Hamsah Nasirildeen,Florida State,S,LA Rams,-7,15,2021-01-31,Florida
58,2,Josh Myers,Ohio State,OC,Baltimore,-3,15,2021-01-31,Ohio
59,2,Jaelan Phillips,Miami (FL),EDGE,Cleveland,-6,15,2021-01-31,Florida
60,2,Jamie Newman,Georgia,QB,New Orleans,-18,15,2021-01-31,Georgia
61,2,Chazz Surratt,North Carolina,OLB,Buffalo,+15,15,2021-01-31,North Carolina
62,2,Liam Eichenberg,Notre Dame,OT,Green Bay,-14,15,2021-01-31,Indiana
63,2,Dylan Moses,Alabama,OLB,Tampa Bay,+15,15,2021-01-31,Alabama
64,2,Dillon Radunz,North Dakota State,OT,Kansas City,-30,15,2021-01-31,North Dakota
160,5,Kylin Hill,Mississippi State,RB,Tennessee (Trade),+32,7,2021-01-31,Mississippi
161,5,Tutu Atwell,Louisville,WRS,NY Jets (Trade),+62,7,2021-01-31,Kentucky
162,5,Sadarius Hutcherson,South Carolina,OG,Atlanta,-12,7,2021-01-31,South Carolina
163,5,Tommy Togiai,Ohio State,DL3T,Houston,+5,7,2021-01-31,Ohio
164,5,Pooka Williams,Kansas,RBC,Philadelphia,+27,7,2021-01-31,Kansas
165,5,Monty Rice,Georgia,OLB,Cincinnati,+19,7,2021-01-31,Georgia
166,5,Elijah Mitchell,Louisiana-Lafayette,RB,Denver,+31,7,2021-01-31,Louisiana
167,5,Jamien Sherwood,Auburn,S,Dallas (Trade),+13,7,2021-01-31,Alabama
168,5,Kylen Granson,SMU,TE,Carolina,+19,7,2021-01-31,Texas
169,5,Marlon Tuipulotu,USC,DL3T,San Francisco,+8,7,2021-01-31,California
170,5,Noah Gray,Duke,TE,New England (Trade),-20,7,2021-01-31,North Carolina
171,5,James Hudson,Cincinnati,OT,NY Giants,-11,7,2021-01-31,Ohio
172,5,Michal Menet,Penn State,OC,New England,-31,7,2021-01-31,Pennsylvania
173,5,Nico Collins,Michigan,WR,LA Chargers,+16,7,2021-01-31,Michigan
174,5,Darren Hall,San Diego State,CB,Minnesota,+11,7,2021-01-31,California
175,5,Kobie Whiteside,Missouri,DL3T,NY Giants (Trade),-8,7,2021-01-31,Missouri
176,5,Victor Dimukeje,Duke,EDGE,Houston (Trade),-11,7,2021-01-31,North Carolina
177,5,Torrance Marable,Coastal Carolina,RBC,Las Vegas (Trade),+37,7,2021-01-31,South Carolina
178,5,Adrian Ealy,Oklahoma,OT,Chicago,-13,7,2021-01-31,Oklahoma
179,5,Thomas Graham Jr.,Oregon,CB,LA Chargers (Trade),+13,7,2021-01-31,Oregon
180,6,Osirus Mitchell,Mississippi State,WR,Indianapolis,+20,6,2021-01-31,Mississippi
181,6,Matt Allen,Michigan State,OC,Miami (Trade),-36,6,2021-01-31,Michigan
182,6,Donovan Stiner,Florida,S,Kansas City (Trade),+18,6,2021-01-31,Florida
183,6,Charles Snowden,Virginia,OLB,LA Rams,+33,6,2021-01-31,Virginia
184,6,Brennan Eagles,Texas,WR,Baltimore,+6,6,2021-01-31,Texas
185,6,Lorenzo Neal,Purdue,DL1T,Cleveland,-20,6,2021-01-31,Indiana
186,6,Brady Christensen,BYU,OT,Houston (Trade),-12,6,2021-01-31,Utah
187,6,Matt Bushman,BYU,TE,Buffalo,-9,6,2021-01-31,Utah
188,6,Xavier Kelly,Arkansas,DL3T,Green Bay,+0,6,2021-01-31,Arkansas
189,6,Amen Ogbongbemiga,Oklahoma State,OLB,Pittsburgh (Trade),-4,6,2021-01-31,Oklahoma
190,6,Ryan McCollum,Texas A&M,OC,Tennessee (Trade),-44,6,2021-01-31,Texas
191,6,Marco Wilson,Florida,CB,Jacksonville,+20,6,2021-01-31,Florida
192,6,Brady White,Memphis,QB,San Francisco (Trade),-17,6,2021-01-31,Tennessee
193,6,Caleb Kelly,Oklahoma,ILB,Houston,-34,6,2021-01-31,Oklahoma
194,6,Camryn Bynum,California,CB,Miami (Trade),+19,6,2021-01-31,California
195,6,Quintin Morris,Bowling Green,TE,Cincinnati,-4,6,2021-01-31,Ohio
196,6,Benjamin St-Juste,Minnesota,CB,Philadelphia,+12,6,2021-01-31,Minnesota
197,6,Master Teague,Ohio State,RB,Seattle (Trade),+29,6,2021-01-31,Ohio
198,6,Malcolm Koonce,Buffalo,EDGE,Buffalo (Trade),-3,6,2021-01-31,New York
199,6,Khyiris Tonga,BYU,DL1T,Denver,-55,6,2021-01-31,Utah
200,6,Kary Vincent Jr.,LSU,CB,Dallas,+11,6,2021-01-31,Louisiana
201,6,Isaiahh Loudermilk,Wisconsin,DL5T,Denver (Trade),-23,6,2021-01-31,Wisconsin
202,6,Larry Borom,Missouri,OT,San Francisco,-13,6,2021-01-31,Missouri
203,6,Antjuan Simmons,Michigan State,OLB,LA Chargers,-30,6,2021-01-31,Michigan
204,6,Trevon Grimes,Florida,WR,Minnesota,-24,6,2021-01-31,Florida
205,6,Jonathon Cooper,Ohio State,EDGE,New England,-26,6,2021-01-31,Ohio
206,6,Stevie Scott,Indiana,RB,Arizona,+9,6,2021-01-31,Indiana
207,6,T.J. Vasher,Texas Tech,WR,Las Vegas,+13,6,2021-01-31,Texas
208,6,Josh Imatorbhebhe,Illinois,WR,Pittsburgh (Trade),+13,6,2021-01-31,Illinois
209,6,Drew Himmelman,Illinois State,OT,Washington,-5,6,2021-01-31,Illinois
210,6,Robert Rochell,Central Arkansas,CB,Las Vegas (Trade),+8,6,2021-01-31,Arkansas
211,6,D.J. Daniel,Georgia,CB,Indianapolis,+4,6,2021-01-31,Georgia
212,6,Jack Wohlabaugh,Duke,OC,Jacksonville (Trade),-52,6,2021-01-31,North Carolina
213,6,Deommodore Lenoir,Oregon,CB,Seattle,+2,6,2021-01-31,Oregon
214,6,Erik Swenson,Oklahoma,OT,Tampa Bay (Trade),-11,6,2021-01-31,Oklahoma
215,7,Landon Young,Kentucky,OT,LA Rams,-21,5,2021-01-31,Kentucky
216,7,K.J. Costello,Mississippi State,QB,Denver (Trade),-21,5,2021-01-31,Mississippi
217,7,Tommy Tremble,Notre Dame,TE,Pittsburgh (Trade),+5,5,2021-01-31,Indiana
218,7,Tyree Gillespie,Missouri,S,Green Bay,-20,5,2021-01-31,Missouri
219,7,Jermar Jefferson,Oregon State,RBC,Cleveland (Trade),+43,5,2021-01-31,Oregon
220,7,Demetric Felton,UCLA,RBC,Tampa Bay,+34,5,2021-01-31,California
221,7,Calvin Ashley,Florida A&M,OG,Miami (Trade),-48,5,2021-01-31,Florida
