Rank,Change,Player,School,Position,Height,Weight,CollegeClass,Date,DraftStatus
39,+999,Hunter Long,Boston College,TE,"6'5""",253,JR,2020-11-25,Eligible
40,-30,Walker Little,Stanford,OT,"6'7""",313,SR,2020-11-25,Eligible
41,+55,Derion Kendrick,Clemson,CB,"6'0""",190,JR,2020-11-25,Eligible
42,+40,Terrace Marshall,LSU,WR,"6'3""",200,JR,2020-11-25,Eligible
43,+1,Seth Williams,Auburn,WR,"6'2""",224,JR,2020-11-25,Eligible
44,+6,Trey Smith,Tennessee,OG,"6'6""",330,SR,2020-11-25,Eligible
45,-24,Jalen Mayfield,Michigan,OT,"6'5""",320,RSO,2020-11-25,Eligible
46,+999,Joseph Ossai,Texas,EDGE,"6'4""",253,JR,2020-11-25,Eligible
47,+9,Jackson Carman,Clemson,OT,"6'5""",335,JR,2020-11-25,Eligible
48,-15,Richard LeCounte III,Georgia,S,"5'11""",190,SR,2020-11-25,Eligible
49,-10,Josh Myers,Ohio State,OC,6'5'',312,RJR,2020-11-25,Eligible
50,+22,Chris Olave,Ohio State,WR,"6'0""",185,JR,2020-11-25,Eligible
51,-16,Hamilcar Rashed,Oregon State,EDGE,6'3'',248,RSR,2020-11-25,Eligible
52,+6,Quincy Roche,Miami (FL),EDGE,"6'4""",235,RSR,2020-11-25,Eligible
53,+14,Jay Tufele,USC,DL3T,"6'3""",305,RJR,2020-11-25,Eligible
54,+45,Chazz Surratt,North Carolina,ILB,"6'3""",230,RSR,2020-11-25,Eligible
55,+25,Ben Cleveland,Georgia,OG,"6'6""",335,RSR,2020-11-25,Eligible
56,+245,Rodarius Williams,Oklahoma State,CB,"6'0""",180,RSR,2020-11-25,Eligible
57,+29,Pat Freiermuth,Penn State,TE,"6'5""",250,JR,2020-11-25,Eligible
58,-5,Brevin Jordan,Miami (FL),TE,"6'3""",245,JR,2020-11-25,Eligible
59,-37,Tyler Shelvin,LSU,DL1T,"6'3""",346,RJR,2020-11-25,Eligible
60,+14,Hamsah Nasirildeen,Florida State,S,"6'4""",215,SR,2020-11-25,Eligible
61,+26,Tutu Atwell,Louisville,WRS,"5'9""",156,JR,2020-11-25,Eligible
62,+110,Javonte Williams,North Carolina,RB,"5'10""",220,JR,2020-11-25,Eligible
63,-4,Sage Surratt,Wake Forest,WR,"6'2""",215,RJR,2020-11-25,Eligible
64,-34,Paulson Adebo,Stanford,CB,"6'1""",190,SR,2020-11-25,Eligible
65,-29,Jamie Newman,Georgia,QB,"6'4""",230,RSR,2020-11-25,Eligible
66,-41,Deonte Brown,Alabama,OG,6'4'',350,RSR,2020-11-25,Eligible
67,+71,Darius Stills,West Virginia,DL3T,"6'1""",292,SR,2020-11-25,Eligible
68,-29,Jayson Oweh,Penn State,EDGE,"6'5""",257,RSO,2020-11-25,Eligible
69,-43,Jevon Holland,Oregon,S,"6'1""",196,JR,2020-11-25,Eligible
70,-5,Tylan Wallace,Oklahoma State,WR,"6'0""",185,SR,2020-11-25,Eligible
71,+251,Tyler Linderbaum,Iowa,OC,6'3'',296,RSO,2020-11-25,Eligible
72,+49,Kenneth Gainwell,Memphis,RB,"5'11""",191,RSO,2020-11-25,Eligible
73,-51,Israel Mukuamu,South Carolina,CB,"6'3""",205,JR,2020-11-25,Eligible
74,+247,Drake Jackson,Kentucky,OC,6'2'',292,RSR,2020-11-25,Eligible
75,-22,Amon-Ra St. Brown,USC,WR,"6'1""",195,JR,2020-11-25,Eligible
76,+102,Cameron McGrone,Michigan,OLB,6'1'',232,RSO,2020-11-25,Eligible
77,+38,Charlie Kolar,Iowa State,TE,"6'6""",245,RJR,2020-11-25,Eligible
78,+7,Jabril Cox,LSU,OLB,"6'2""",233,RSR,2020-11-25,Eligible
79,-6,Eric Stokes,Georgia,CB,"6'1""",185,RJR,2020-11-25,Eligible
80,-37,Caden Sterns,Texas,S,"6'0""",210,JR,2020-11-25,Eligible
81,+999,Christian Darrisaw,Virginia Tech,OT,6'5'',314,RJR,2020-11-25,Eligible
82,-40,Liam Eichenberg,Notre Dame,OT,"6'6""",302,RSR,2020-11-25,Eligible
83,+73,Rashawn Slater,Northwestern,OT,6'4'',314,SR,2020-11-25,Eligible
84,+86,Mac Jones,Alabama,QB,6'2'',214,RJR,2020-11-25,Eligible
85,+85,Azeez Ojulari,Georgia,EDGE,"6'3""",240,RSO,2020-11-25,Eligible
86,+196,Jaret Patterson,Buffalo,RB,"5'9""",195,JR,2020-11-25,Eligible
87,+151,Aidan Hutchinson,Michigan,DL5T,"6'6""",278,JR,2020-11-25,Eligible
88,-6,Joe Tryon,Washington,EDGE,"6'5""",262,RJR,2020-11-25,Eligible
89,+999,T.J. Carter,Memphis,CB,"5'11""",190,SR,2020-11-25,Eligible
90,-35,Chuba Hubbard,Oklahoma State,RB,"6'1""",207,RJR,2020-11-25,Eligible
91,+135,Elijah Moore,Ole Miss,WRS,"5'9""",184,JR,2020-11-25,Eligible
92,+250,Zion Johnson,Boston College,OG,"6'3""",310,SR,2020-11-25,Eligible
93,+999,Marlon Williams,UCF,WR,"6'0""",215,SR,2020-11-25,Eligible
94,+85,Kary Vincent Jr.,LSU,CB,"5'10""",182,SR,2020-11-25,Eligible
95,+215,Levi Onwuzurike,Washington,DL3T,"6'3""",293,RSR,2020-11-25,Eligible
96,-58,Tedarrell Slaton,Florida,DL1T,"6'5""",358,SR,2020-11-25,Eligible
97,-5,C.J. Verdell,Oregon,RB,"5'9""",210,JR,2020-11-25,Eligible
98,+19,Alijah Vera-Tucker,USC,OG,"6'4""",315,RJR,2020-11-25,Eligible
99,+999,Kenny Yeboah,Ole Miss,TE,6'4'',240,RSR,2020-11-25,Eligible
100,-5,Jordan Davis,Georgia,DL1T,6'6'',330,JR,2020-11-25,Eligible
101,+74,Ar'Darius Washington,TCU,S,"5'8""",175,RSO,2020-11-25,Eligible
102,-11,Alec Lindstrom,Boston College,OC,6'4'',290,RJR,2020-11-25,Eligible
103,-5,Daniel Faalele,Minnesota,OT,"6'8""",400,JR,2020-11-25,Eligible
104,+999,Tyreke Johnson,Ohio State,CB,6'1'',195,RSO,2020-11-25,Eligible
105,+169,Anthony Schwartz,Auburn,WR,"6'0""",197,JR,2020-11-25,Eligible
106,+999,Jaelon Darden,North Texas,WRS,"5'9""",174,SR,2020-11-25,Eligible
107,+999,Bubba Bolden,Miami (FL),S,"6'3""",200,SR,2020-11-25,Eligible
108,-12,Sam Ehlinger,Texas,QB,"6'3""",225,SR,2020-11-25,Eligible
109,-3,Nico Collins,Michigan,WR,"6'4""",222,SR,2020-11-25,Eligible
110,-44,Tommy Kraemer,Notre Dame,OG,"6'6""",317,RSR,2020-11-25,Eligible
111,-51,Trey Hill,Georgia,OC,"6'4""",330,JR,2020-11-25,Eligible
112,+999,Chase Lucas,Arizona State,CB,"6'0""",180,JR,2020-11-25,Eligible
113,-61,Baron Browning,Ohio State,ILB,"6'3""",248,SR,2020-11-25,Eligible
114,+19,Cory Durden,Florida State,DL3T,"6'5""",312,RJR,2020-11-25,Eligible
115,+146,Alim McNeill,NC State,DL1T,"6'2""",315,JR,2020-11-25,Eligible
116,-45,Richie Grant,UCF,S,"6'0""",194,RSR,2020-11-25,Eligible
117,-23,Dazz Newsome,North Carolina,WR,"5'11""",175,SR,2020-11-25,Eligible
118,-6,Shaka Toney,Penn State,EDGE,"6'3""",243,RSR,2020-11-25,Eligible
119,+4,Damonte Coxie,Memphis,WR,6'3'',197,SR,2020-11-25,Eligible
120,+21,Abraham Lucas,Washington State,OT,6'7'',328,RJR,2020-11-25,Eligible
121,+24,Jack Anderson,Texas Tech,OG,"6'5""",315,RJR,2020-11-25,Eligible
122,+53,Dillon Radunz,North Dakota State,OT,6'6'',299,SR,2020-11-25,Eligible
123,+999,Bobby Brown III,Texas A&M,DL3T,"6'4""",315,JR,2020-11-25,Eligible
124,+999,Stevie Scott,Indiana,RB,"6'2""",231,JR,2020-11-25,Eligible
125,+13,Shane Buechele,SMU,QB,"6'1""",207,RSR,2020-11-25,Eligible
126,+44,Jake Ferguson,Wisconsin,TE,"6'5""",230,RJR,2020-11-25,Eligible
127,-8,Tamorrion Terry,Florida State,WR,"6'4""",203,RJR,2020-11-25,Eligible
128,-65,Marco Wilson,Florida,CB,"6'0""",190,RJR,2020-11-25,Eligible
129,-55,Jimmy Morrissey,Pitt,OC,"6'3""",305,RSR,2020-11-25,Eligible
130,-12,Charles Snowden,Virginia,OLB,"6'7""",235,SR,2020-11-25,Eligible
131,+222,Myjai Sanders,Cincinnati,EDGE,"6'5""",258,JR,2020-11-25,Eligible
132,+999,Cade Johnson,South Dakota State,WRS,"5'9""",180,RSR,2020-11-25,Eligible
133,+47,Merlin Robertson,Arizona State,OLB,"6'2""",235,JR,2020-11-25,Eligible
134,-72,Zamir White,Georgia,RB,"5'11""",215,SO,2020-11-25,Eligible
135,-26,Dante Stills,West Virginia,DL5T,"6'4""",278,JR,2020-11-25,Eligible
136,+19,Kolby Harvell-Peel,Oklahoma State,S,"6'0""",210,JR,2020-11-25,Eligible
137,+97,Jack Sanborn,Wisconsin,OLB,"6'1""",232,JR,2020-11-25,Eligible
138,-97,Josh Jobe,Alabama,CB,6'1'',189,JR,2020-11-25,Eligible
139,+999,Smoke Monday,Auburn,S,"6'1""",196,JR,2020-11-25,Eligible
140,-12,T.J. Vasher,Texas Tech,WR,"6'6""",210,RSR,2020-11-25,Eligible
141,-18,Deommodore Lenoir,Oregon,CB,"5'11""",202,SR,2020-11-25,Eligible
142,+999,Damon Hazelton,Missouri,WR,"6'2""",215,RSR,2020-11-25,Eligible
143,+207,James Empey,BYU,OC,6'4'',303,RJR,2020-11-25,Eligible
144,+6,Elijah Molden,Washington,CB,"5'10""",186,SR,2020-11-25,Eligible
145,-14,Desmond Ridder,Cincinnati,QB,"6'4""",215,RJR,2020-11-25,Eligible
146,-99,Thayer Munford,Ohio State,OT,"6'6""",315,SR,2020-11-25,Eligible
147,+999,Mohamed Ibrahim,Minnesota,RB,"5'10""",201,JR,2020-11-25,Eligible
148,-5,Tyler Vaughns,USC,WR,"6'2""",190,RSR,2020-11-25,Eligible
149,+96,Pete Werner,Ohio State,ILB,6'3'',239,SR,2020-11-25,Eligible
150,+26,Landon Dickerson,Alabama,OC,6'6'',325,RSR,2020-11-25,Eligible
151,+104,Phidarian Mathis,Alabama,DL1T,"6'4""",317,RJR,2020-11-25,Eligible
152,--,Demetris Robertson,Georgia,WR,6'0'',190,SR,2020-11-25,Eligible
153,+208,Tony Poljan,Virginia,TE,"6'7""",265,RSR,2020-11-25,Eligible
154,-33,Cary Angeline,NC State,TE,"6'7""",250,SR,2020-11-25,Eligible
155,+73,Ihmir Smith-Marsette,Iowa,WR,"6'2""",175,SR,2020-11-25,Eligible
156,+32,Kylin Hill,Mississippi State,RB,"5'11""",215,SR,2020-11-25,Eligible
157,+999,Jaelan Phillips,Miami (FL),EDGE,"6'5""",255,RJR,2020-11-25,Eligible
158,-10,Malik Herring,Georgia,DL5T,"6'3""",280,SR,2020-11-25,Eligible
159,+999,Reed Blankenship,Middle Tennessee,S,"6'1""",196,SR,2020-11-25,Eligible
160,+39,Keith Taylor,Washington,CB,"6'3""",196,SR,2020-11-25,Eligible
161,+122,Kadarius Toney,Florida,WR,5'11'',190,SR,2020-11-25,Eligible
162,+158,Dyami Brown,North Carolina,WR,"6'1""",185,JR,2020-11-25,Eligible
163,+233,Jordan Williams,Clemson,DL3T,"6'4""",310,RJR,2020-11-25,Eligible
164,-20,Braydon Johnson,Oklahoma State,WR,6'1'',195,JR,2020-11-25,Eligible
165,+48,Elijah Mitchell,Louisiana-Lafayette,RB,"5'11""",221,SR,2020-11-25,Eligible
166,+235,Dimitri Moore,Vanderbilt,OLB,6'3'',230,RJR,2020-11-25,Eligible
167,-59,Rashad Weaver,Pitt,EDGE,"6'5""",270,RSR,2020-11-25,Eligible
168,-91,Pooka Williams,Kansas,RBC,"5'10""",170,JR,2020-11-25,Eligible
169,+999,JaTarvious Whitlow,Auburn,WR,6'0'',210,RJR,2020-11-25,Eligible
170,-115,Alaric Jackson,Iowa,OT,"6'6""",315,RSR,2020-11-25,Eligible
171,+207,Jarrett Patterson,Notre Dame,OC,6'5'',305,JR,2020-11-25,Eligible
172,+999,Tariq Thompson,San Diego State,S,"6'0""",200,SR,2020-11-25,Eligible
173,-31,J.D. Spielman,Nebraska,WRS,"5'9""",180,RSR,2020-11-25,Eligible
174,+999,Chris Rumph II,Duke,EDGE,"6'3""",225,RJR,2020-11-25,Eligible
175,-24,Monty Rice,Georgia,ILB,"6'1""",235,SR,2020-11-25,Eligible
176,-127,Cade Mays,Tennessee,OG,"6'5""",320,RJR,2020-11-25,Eligible
177,-60,K.J. Britt,Auburn,ILB,"6'0""",236,JR,2020-11-25,Eligible
178,+8,Charleston Rambo,Oklahoma,WR,"6'1""",180,RJR,2020-11-25,Eligible
179,-92,Donovan Stiner,Florida,S,"6'1""",203,JR,2020-11-25,Eligible
180,+39,Ambry Thomas,Michigan,CB,"5'11""",174,SR,2020-11-25,Eligible
181,+17,Reggie Roberson,SMU,WR,"6'0""",200,SR,2020-11-25,Eligible
182,+999,Zaven Collins,Tulsa,EDGE,6'4'',260,RJR,2020-11-25,Eligible
183,+999,Ty Fryfogle,Indiana,WR,"6'2""",214,SR,2020-11-25,Eligible
184,-127,Marlon Tuipulotu,USC,DL3T,6'3'',305,RJR,2020-11-25,Eligible
185,+999,Peyton Hendershot,Indiana,TE,"6'4""",255,JR,2020-11-25,Eligible
186,-60,Isaac Taylor-Stuart,USC,CB,"6'2""",205,SR,2020-11-25,Eligible
187,-23,LaBryan Ray,Alabama,DL5T,"6'5""",292,SR,2020-11-25,Eligible
188,-26,Trey Dean III,Florida,CB,"6'2""",194,JR,2020-11-25,Eligible
189,+27,Paddy Fisher,Northwestern,ILB,"6'4""",246,RSR,2020-11-25,Eligible
190,+999,Jaquarii Roberson,Wake Forest,WR,"6'1""",182,RJR,2020-11-25,Eligible
191,+71,Max Duffy,Kentucky,P,"6'1""",185,SR,2020-11-25,Eligible
192,+156,Spencer Brown,Northern Iowa,OT,6'9'',321,RSR,2020-11-25,Eligible
193,+999,Greg Eisworth,Iowa State,S,"6'0""",205,RSR,2020-11-25,Eligible
194,+183,Zach McCloud,Miami (FL),OLB,"6'2""",232,RSR,2020-11-25,Eligible
195,+56,Brant Kuithe,Utah,TE,"6'2""",235,JR,2020-11-25,Eligible
196,+999,Khalil Herbert,Virginia Tech,RBC,"5'9""",205,RSR,2020-11-25,Eligible
197,+114,Sadarius Hutcherson,South Carolina,OG,"6'4""",320,RSR,2020-11-25,Eligible
198,-58,DeAngelo Malone,Western Kentucky,EDGE,"6'4""",230,SR,2020-11-25,Eligible
199,+12,Marquez Stevenson,Houston,WR,"6'0""",190,RSR,2020-11-25,Eligible
200,-73,JaCoby Stevens,LSU,S,6'1'',228,SR,2020-11-25,Eligible
201,+999,Roger McCreary,Auburn,CB,6'0'',188,JR,2020-11-25,Eligible
202,+145,Carlo Kemp,Michigan,DL5T,"6'3""",286,SR,2020-11-25,Eligible
203,-3,Josh Sills,Oklahoma State,OG,6'6'',325,RSR,2020-11-25,Eligible
204,+999,Austin Watkins,UAB,WR,"6'3""",205,RSR,2020-11-25,Eligible
205,+999,D'Wayne Eskridge,Western Michigan,WRS,"5'9""",188,SR,2020-11-25,Eligible
206,-59,Thomas Graham Jr.,Oregon,CB,"5'11""",197,SR,2020-11-25,Eligible
207,+166,Daelin Hayes,Notre Dame,EDGE,"6'4""",268,RSR,2020-11-25,Eligible
208,-180,Brock Purdy,Iowa State,QB,6'1'',212,JR,2020-11-25,Eligible
209,+155,Robert Cooper,Florida State,DL1T,"6'2""",332,JR,2020-11-25,Eligible
210,-108,Master Teague,Ohio State,RB,"5'11""",220,SR,2020-11-25,Eligible
211,-137,Jordan Smith,UAB,EDGE,"6'7""",255,RJR,2020-11-25,Eligible
212,-77,Delarrin Turner-Yell,Oklahoma,S,5'10'',193,JR,2020-11-25,Eligible
213,-94,Tyler Vrabel,Boston College,OT,"6'5""",305,RSO,2020-11-25,Eligible
214,-109,Keaontay Ingram,Texas,RB,6'0'',220,JR,2020-11-25,Eligible
215,+92,Mustafa Johnson,Colorado,DL5T,"6'2""",290,SR,2020-11-25,Eligible
216,+999,Leon O'Neal Jr.,Texas A&M,S,"6'0""",210,JR,2020-11-25,Eligible
217,-127,Cole Van Lanen,Wisconsin,OT,"6'5""",312,RSR,2020-11-25,Eligible
218,-29,Tariq Castro-Fields,Penn State,CB,"6'0""",197,SR,2020-11-25,Eligible
219,-31,Olaijah Griffin,USC,CB,6'0'',170,JR,2020-11-25,Eligible
220,-1,Camryn Bynum,California,CB,6'0'',180,RSR,2020-11-25,Eligible
221,+41,Rachad Wildgoose,Wisconsin,CB,5'11'',197,JR,2020-11-25,Eligible
222,+27,Brendon Radley-Hiles,Oklahoma,CB,5'9'',180,JR,2020-11-25,Eligible
223,+9,Blake Hayes,Illinois,P,"6'6""",230,SR,2020-11-25,Eligible
224,-52,Thomas Booker,Stanford,DL5T,"6'4""",284,JR,2020-11-25,Eligible
225,+999,Jose Borregales,Miami (FL),PK,"5'10""",205,RSR,2020-11-25,Eligible
226,+22,Brennan Eagles,Texas,WR,"6'2""",225,JR,2020-11-25,Eligible
227,+25,Dez Fitzpatrick,Louisville,WR,"6'2""",204,RSR,2020-11-25,Eligible
228,+126,Michael Carter,North Carolina,RBC,"5'9""",195,SR,2020-11-25,Eligible
229,-168,Tanner Morgan,Minnesota,QB,"6'2""",215,RJR,2020-11-25,Eligible
230,+6,Naquan Jones,Michigan State,DL1T,"6'4""",338,RSR,2020-11-25,Eligible
231,+999,Joshua Kaindoh,Florida State,EDGE,"6'7""",261,RJR,2020-11-25,Eligible
232,-99,Jalen Redmond,Oklahoma,DL5T,"6'3""",278,RSO,2020-11-25,Eligible
233,+23,Palaie Gaoteote IV,USC,ILB,"6'2""",235,JR,2020-11-25,Eligible
234,+999,Kingsley Enagbare,South Carolina,EDGE,6'4'',270,JR,2020-11-25,Eligible
235,-157,Damone Clark,LSU,ILB,"6'3""",239,JR,2020-11-25,Eligible
236,+999,Talanoa Hufanga,USC,S,"6'1""",215,JR,2020-11-25,Eligible
237,-54,Brady White,Memphis,QB,6'3'',210,RSR,2020-11-25,Eligible
238,+26,Dicaprio Bootle,Nebraska,CB,"5'10""",180,RSR,2020-11-25,Eligible
239,+999,Kobie Whiteside,Missouri,DL3T,"6'1""",300,SR,2020-11-25,Eligible
240,-126,Kellen Mond,Texas A&M,QB,"6'3""",217,SR,2020-11-25,Eligible
241,+999,Demetric Felton,UCLA,RBC,"5'9""",189,JR,2020-11-25,Eligible
242,+999,Ronnie Bell,Michigan,WR,"6'0""",185,JR,2020-11-25,Eligible
243,-120,Victor Dimukeje,Duke,EDGE,"6'2""",265,SR,2020-11-25,Eligible
244,-132,Max Borghi,Washington State,RBC,"5'9""",195,JR,2020-11-25,Eligible
245,+122,Xavier Kelly,Arkansas,DL3T,"6'4""",305,RSR,2020-11-25,Eligible
246,-46,Noah Gray,Duke,TE,"6'4""",240,SR,2020-11-25,Eligible
247,+999,Shemar Jean-Charles,Appalachian State,CB,"5'11""",190,SR,2020-11-25,Eligible
248,-120,Adrian Ealy,Oklahoma,OT,"6'6""",327,RJR,2020-11-25,Eligible
249,+37,Kuony Deng,California,ILB,"6'6""",250,RSR,2020-11-25,Eligible
250,+999,Pressley Harvin III,Georgia Tech,P,"6'0""",255,SR,2020-11-25,Eligible
251,-187,Amen Ogbongbemiga,Oklahoma State,OLB,"6'1""",231,RSR,2020-11-25,Eligible
252,+61,Josh Imatorbhebhe,Illinois,WR,"6'2""",215,RSR,2020-11-25,Eligible
253,-161,Cameron Goode,California,EDGE,"6'3""",235,RJR,2020-11-25,Eligible
254,+999,Tre Walker,San Jose State,WR,5'11'',180,SR,2020-11-25,Eligible
255,-43,Aaron Banks,Notre Dame,OG,"6'5""",330,RJR,2020-11-25,Eligible
256,-93,B.J. Foster,Texas,S,"6'1""",210,JR,2020-11-25,Eligible
257,+15,Riley Patterson,Memphis,PK,"6'0""",190,SR,2020-11-25,Eligible
258,+2,Malcolm Koonce,Buffalo,EDGE,"6'3""",250,SR,2020-11-25,Eligible
259,+999,Quentin Lake,UCLA,S,"6'1""",193,RJR,2020-11-25,Eligible
260,-155,Marquis Hayes,Oklahoma,OG,"6'5""",349,RJR,2020-11-25,Eligible
261,-67,Michal Menet,Penn State,OC,6'4'',305,RSR,2020-11-25,Eligible
262,+999,Amari Gainer,Florida State,OLB,6'3'',227,RSO,2020-11-25,Eligible
263,+999,Ben Mason,Michigan,FB,"6'3""",254,SR,2020-11-25,Eligible
264,-60,Jermar Jefferson,Oregon State,RBC,"5'9""",215,JR,2020-11-25,Eligible
265,+22,Lorenzo Neal,Purdue,DL1T,6'3'',315,RSR,2020-11-25,Eligible
266,+47,Jahan Dotson,Penn State,WR,5'11'',175,JR,2020-11-25,Eligible
267,+39,D.J. Daniel,Georgia,CB,6'1'',185,SR,2020-11-25,Eligible
268,+70,Amari Rodgers,Clemson,WR,"5'9""",210,SR,2020-11-25,Eligible
269,-14,Keith Duncan,Iowa,PK,"5'10""",180,SR,2020-11-25,Eligible
270,+999,Braden Galloway,Clemson,TE,"6'4""",240,JR,2020-11-25,Eligible
271,+15,Oscar Bradburn,Virginia Tech,P,"6'1""",221,SR,2020-11-25,Eligible
272,-29,Larry Rountree III,Missouri,RB,"5'10""",210,SR,2020-11-25,Eligible
273,+999,Ventrell Miller,Florida,ILB,6'1'',230,RJR,2020-11-25,Eligible
274,-48,Drew Himmelman,Illinois State,OT,6'9'',315,RSR,2020-11-25,Eligible
275,+40,Elijah Hicks,California,CB,5'11'',180,SR,2020-11-25,Eligible
276,+999,Al Blades Jr.,Miami (FL),CB,6'1'',185,SR,2020-11-25,Eligible
277,-164,Matt Allen,Michigan State,OC,6'3'',300,SR,2020-11-25,Eligible
278,-82,Tyson Dyer,New Mexico,P,"6'2""",198,SR,2020-11-25,Eligible
279,+999,Ifeatu Melifonwu,Syracuse,S,"6'3""",198,RJR,2020-11-25,Eligible
280,+59,Javian Hawkins,Louisville,RBC,"5'9""",182,RSO,2020-11-25,Eligible
281,+48,Shaun Jolly,Appalachian State,CB,5'9'',175,SR,2020-11-25,Eligible
282,+98,Tyreke Smith,Ohio State,EDGE,"6'4""",267,JR,2020-11-25,Eligible
283,-203,Trey Sermon,Ohio State,RB,"6'0""",224,SR,2020-11-25,Eligible
284,-69,Jack Jones,Arizona State,CB,5'9'',171,SR,2020-11-25,Eligible
285,-23,Isaiahh Loudermilk,Wisconsin,DL5T,6'6'',291,RSR,2020-11-25,Eligible
286,+999,Erik Swenson,Oklahoma,OT,6'5'',326,RSR,2020-11-25,Eligible
287,-152,Caleb Kelly,Oklahoma,ILB,"6'3""",225,RSR,2020-11-25,Eligible
288,+999,Larry Borom,Missouri,OT,6'6'',332,JR,2020-11-25,Eligible
289,-187,Ben Brown,Ole Miss,OG,6'5'',315,RJR,2020-11-25,Eligible
290,+46,Mykel Jones,Tulane,WR,5'11'',191,SR,2020-11-25,Eligible
291,+94,Nyles Pinckney,Clemson,DL3T,"6'1""",295,RSR,2020-11-25,Eligible
292,-131,Ryan McCollum,Texas A&M,OC,6'5'',300,RSR,2020-11-25,Eligible
293,+999,LaRon Stokes,Oklahoma,DL5T,6'4'',278,SR,2020-11-25,Eligible
294,-112,Landon Young,Kentucky,OT,6'7'',321,SR,2020-11-25,Eligible
295,-192,K.J. Costello,Mississippi State,QB,"6'5""",225,RSR,2020-11-25,Eligible
296,+999,Kekaula Kaniho,Boise State,CB,5'9'',183,SR,2020-11-25,Eligible
297,-67,D'Eriq King,Miami (FL),QB,5'10'',202,RSR,2020-11-25,Eligible
298,-140,Matt Bushman,BYU,TE,"6'5""",245,SR,2020-11-25,Eligible
299,-132,Robert Hainsey,Notre Dame,OT,"6'5""",295,SR,2020-11-25,Eligible
300,-47,Zach Davidson,Central Missouri,TE,"6'7""",245,RJR,2020-11-25,Eligible
301,-104,Rakeem Boyd,Arkansas,RB,"6'0""",213,SR,2020-11-25,Eligible
