Rank,Change,Player,School,Position,Height,Weight,CollegeClass,Date,DraftStatus
180,+20,Jaquarii Roberson,Wake Forest,WR,"6'1""",182,RJR,2020-12-25,Eligible
181,+44,Mustafa Johnson,Colorado,DL5T,"6'2""",290,SR,2020-12-25,Eligible
182,--,Ambry Thomas,Michigan,CB,"5'11""",174,SR,2020-12-25,Eligible
183,-38,Kolby Harvell-Peel,Oklahoma State,S,"6'0""",210,JR,2020-12-25,Eligible
184,--,Reggie Roberson,SMU,WR,"6'0""",200,SR,2020-12-25,Eligible
185,--,Ty Fryfogle,Indiana,WR,"6'2""",214,SR,2020-12-25,Eligible
186,-56,Deommodore Lenoir,Oregon,CB,"5'11""",202,SR,2020-12-25,Eligible
187,--,Peyton Hendershot,Indiana,TE,"6'4""",255,JR,2020-12-25,Eligible
188,--,Isaac Taylor-Stuart,USC,CB,"6'2""",205,SR,2020-12-25,Eligible
189,--,LaBryan Ray,Alabama,DL5T,"6'5""",292,SR,2020-12-25,Eligible
190,--,Paddy Fisher,Northwestern,ILB,"6'4""",246,RSR,2020-12-25,Eligible
191,+55,Shemar Jean-Charles,Appalachian State,CB,"5'11""",190,SR,2020-12-25,Eligible
192,--,Max Duffy,Kentucky,P,"6'1""",185,SR,2020-12-25,Eligible
193,--,Spencer Brown,Northern Iowa,OT,6'9'',321,RSR,2020-12-25,Eligible
194,-67,T.J. Carter,Memphis,CB,"5'11""",190,SR,2020-12-25,Eligible
195,-50,Cade Johnson,South Dakota State,WRS,"5'9""",180,RSR,2020-12-25,Eligible
196,--,Zach McCloud,Miami (FL),OLB,"6'2""",232,RSR,2020-12-25,Eligible
197,+245,Tommy Togiai,Ohio State,DL3T,"6'2""",300,JR,2020-12-25,Eligible
198,--,Brant Kuithe,Utah,TE,"6'2""",235,JR,2020-12-25,Eligible
199,-110,Kary Vincent Jr.,LSU,CB,"5'10""",182,SR,2020-12-25,Eligible
200,--,Khalil Herbert,Virginia Tech,RBC,"5'9""",205,RSR,2020-12-25,Eligible
201,--,Sadarius Hutcherson,South Carolina,OG,"6'4""",320,RSR,2020-12-25,Eligible
202,--,DeAngelo Malone,Western Kentucky,EDGE,"6'4""",230,SR,2020-12-25,Eligible
203,--,JaCoby Stevens,LSU,S,6'1'',228,SR,2020-12-25,Eligible
204,-15,Marlon Tuipulotu,USC,DL3T,6'3'',305,RJR,2020-12-25,Eligible
205,--,Carlo Kemp,Michigan,DL5T,"6'3""",286,SR,2020-12-25,Eligible
206,--,Josh Sills,Oklahoma State,OG,6'6'',325,RSR,2020-12-25,Eligible
207,-21,Donovan Stiner,Florida,S,"6'1""",203,JR,2020-12-25,Eligible
208,--,D'Wayne Eskridge,Western Michigan,WRS,"5'9""",188,SR,2020-12-25,Eligible
209,--,Thomas Graham Jr.,Oregon,CB,"5'11""",197,SR,2020-12-25,Eligible
210,--,Daelin Hayes,Notre Dame,EDGE,"6'4""",268,RSR,2020-12-25,Eligible
211,--,Brock Purdy,Iowa State,QB,6'1'',212,JR,2020-12-25,Eligible
212,--,Master Teague,Ohio State,RB,"5'11""",220,SR,2020-12-25,Eligible
213,--,Jordan Smith,UAB,EDGE,"6'7""",255,RJR,2020-12-25,Eligible
214,--,Delarrin Turner-Yell,Oklahoma,S,5'10'',193,JR,2020-12-25,Eligible
215,NEW,Tyarise Stevenson,Tulsa,DL1T,"6'3""",351,RSR,2020-12-25,Eligible
216,--,Marco Wilson,Florida,CB,"6'0""",190,RJR,2020-12-25,Eligible
217,--,Tyler Vrabel,Boston College,OT,"6'5""",305,RSO,2020-12-25,Eligible
218,--,Keaontay Ingram,Texas,RB,6'0'',220,JR,2020-12-25,Eligible
219,--,Cole Van Lanen,Wisconsin,OT,"6'5""",312,RSR,2020-12-25,Eligible
220,--,Tariq Castro-Fields,Penn State,CB,"6'0""",197,SR,2020-12-25,Eligible
221,+40,Amari Rodgers,Clemson,WR,"5'9""",210,SR,2020-12-25,Eligible
222,--,Camryn Bynum,California,CB,6'0'',180,RSR,2020-12-25,Eligible
223,--,Rachad Wildgoose,Wisconsin,CB,5'11'',197,JR,2020-12-25,Eligible
224,--,Brendon Radley-Hiles,Oklahoma,CB,5'9'',180,JR,2020-12-25,Eligible
225,--,Thomas Booker,Stanford,DL5T,"6'4""",284,JR,2020-12-25,Eligible
226,+35,Jose Borregales,Miami (FL),PK,"5'10""",205,RSR,2020-12-25,Eligible
227,--,Brennan Eagles,Texas,WR,"6'2""",225,JR,2020-12-25,Eligible
228,--,Michael Carter,North Carolina,RBC,"5'9""",195,SR,2020-12-25,Eligible
229,--,Tanner Morgan,Minnesota,QB,"6'2""",215,RJR,2020-12-25,Eligible
230,--,Naquan Jones,Michigan State,DL1T,"6'4""",338,RSR,2020-12-25,Eligible
231,--,Joshua Kaindoh,Florida State,EDGE,"6'7""",261,RJR,2020-12-25,Eligible
232,-32,Greg Eisworth,Iowa State,S,"6'0""",205,RSR,2020-12-25,Eligible
233,--,Jalen Redmond,Oklahoma,DL5T,"6'3""",278,RSO,2020-12-25,Eligible
234,--,Palaie Gaoteote IV,USC,ILB,"6'2""",235,JR,2020-12-25,Eligible
235,--,Kingsley Enagbare,South Carolina,EDGE,6'4'',270,JR,2020-12-25,Eligible
236,--,Damone Clark,LSU,ILB,"6'3""",239,JR,2020-12-25,Eligible
237,--,Brady White,Memphis,QB,6'3'',210,RSR,2020-12-25,Eligible
238,--,Dicaprio Bootle,Nebraska,CB,"5'10""",180,RSR,2020-12-25,Eligible
239,--,Kobie Whiteside,Missouri,DL3T,"6'1""",300,SR,2020-12-25,Eligible
240,--,Kellen Mond,Texas A&M,QB,"6'3""",217,SR,2020-12-25,Eligible
241,--,Demetric Felton,UCLA,RBC,"5'9""",189,JR,2020-12-25,Eligible
242,--,Ronnie Bell,Michigan,WR,"6'0""",185,JR,2020-12-25,Eligible
243,--,Victor Dimukeje,Duke,EDGE,"6'2""",265,SR,2020-12-25,Eligible
244,--,Max Borghi,Washington State,RBC,"5'9""",195,JR,2020-12-25,Eligible
245,--,Xavier Kelly,Arkansas,DL3T,"6'4""",305,RSR,2020-12-25,Eligible
246,--,Noah Gray,Duke,TE,"6'4""",240,SR,2020-12-25,Eligible
247,+75,Adrian Ealy,Oklahoma,OT,"6'6""",327,RJR,2020-12-25,Eligible
248,--,Kuony Deng,California,ILB,"6'6""",250,RSR,2020-12-25,Eligible
249,--,Pressley Harvin III,Georgia Tech,P,"6'0""",255,SR,2020-12-25,Eligible
250,--,Amen Ogbongbemiga,Oklahoma State,OLB,"6'1""",231,RSR,2020-12-25,Eligible
251,-55,T.J. Vasher,Texas Tech,WR,"6'6""",210,RSR,2020-12-25,Eligible
252,--,Josh Imatorbhebhe,Illinois,WR,"6'2""",215,RSR,2020-12-25,Eligible
253,--,Cameron Goode,California,EDGE,"6'3""",235,RJR,2020-12-25,Eligible
254,--,Tre Walker,San Jose State,WR,5'11'',180,SR,2020-12-25,Eligible
255,--,Aaron Banks,Notre Dame,OG,"6'5""",330,RJR,2020-12-25,Eligible
256,+20,Ifeatu Melifonwu,Syracuse,CB,"6'3""",198,RJR,2020-12-25,Eligible
257,--,B.J. Foster,Texas,S,"6'1""",210,JR,2020-12-25,Eligible
258,--,Riley Patterson,Memphis,PK,"6'0""",190,SR,2020-12-25,Eligible
259,--,Malcolm Koonce,Buffalo,EDGE,"6'3""",250,SR,2020-12-25,Eligible
260,--,Quentin Lake,UCLA,S,"6'1""",193,RJR,2020-12-25,Eligible
261,--,Marquis Hayes,Oklahoma,OG,"6'5""",349,RJR,2020-12-25,Eligible
262,--,Michal Menet,Penn State,OC,6'4'',305,RSR,2020-12-25,Eligible
263,-30,Leon O'Neal Jr.,Texas A&M,S,"6'0""",210,JR,2020-12-25,Eligible
264,--,Amari Gainer,Florida State,OLB,6'3'',227,RSO,2020-12-25,Eligible
265,--,Ben Mason,Michigan,FB,"6'3""",254,SR,2020-12-25,Eligible
266,--,Jermar Jefferson,Oregon State,RBC,"5'9""",215,JR,2020-12-25,Eligible
267,--,Lorenzo Neal,Purdue,DL1T,6'3'',315,RSR,2020-12-25,Eligible
268,--,Jahan Dotson,Penn State,WR,5'11'',175,JR,2020-12-25,Eligible
269,--,D.J. Daniel,Georgia,CB,6'1'',185,SR,2020-12-25,Eligible
270,--,Braden Galloway,Clemson,TE,"6'4""",240,JR,2020-12-25,Eligible
271,-25,Dez Fitzpatrick,Louisville,WR,"6'2""",204,RSR,2020-12-25,Eligible
272,--,Oscar Bradburn,Virginia Tech,P,"6'1""",221,SR,2020-12-25,Eligible
273,--,Larry Rountree III,Missouri,RB,"5'10""",210,SR,2020-12-25,Eligible
274,--,Ventrell Miller,Florida,ILB,6'1'',230,RJR,2020-12-25,Eligible
275,-65,Marquez Stevenson,Houston,WR,"6'0""",190,RSR,2020-12-25,Eligible
276,--,Drew Himmelman,Illinois State,OT,6'9'',315,RSR,2020-12-25,Eligible
277,--,Elijah Hicks,California,CB,5'11'',180,SR,2020-12-25,Eligible
278,-30,Robert Cooper,Florida State,DL1T,"6'2""",332,JR,2020-12-25,Eligible
279,--,Al Blades Jr.,Miami (FL),CB,6'1'',185,SR,2020-12-25,Eligible
280,--,Matt Allen,Michigan State,OC,6'3'',300,SR,2020-12-25,Eligible
281,--,Tyson Dyer,New Mexico,P,"6'2""",198,SR,2020-12-25,Eligible
282,--,Javian Hawkins,Louisville,RBC,"5'9""",182,RSO,2020-12-25,Eligible
283,--,Shaun Jolly,Appalachian State,CB,5'9'',175,SR,2020-12-25,Eligible
284,--,Tyreke Smith,Ohio State,EDGE,"6'4""",267,JR,2020-12-25,Eligible
285,--,Trey Sermon,Ohio State,RB,"6'0""",224,SR,2020-12-25,Eligible
286,--,Jack Jones,Arizona State,CB,5'9'',171,SR,2020-12-25,Eligible
287,--,Isaiahh Loudermilk,Wisconsin,DL5T,6'6'',291,RSR,2020-12-25,Eligible
288,--,Erik Swenson,Oklahoma,OT,6'5'',326,RSR,2020-12-25,Eligible
289,+122,Hunter Duplessis,UTSA,PK,"5'8""",200,RSR,2020-12-25,Eligible
290,--,Caleb Kelly,Oklahoma,ILB,"6'3""",225,RSR,2020-12-25,Eligible
291,--,Trevon Grimes,Florida,WR,"6'4""",215,SR,2020-12-25,Eligible
292,--,Larry Borom,Missouri,OT,6'6'',332,JR,2020-12-25,Eligible
293,--,Ben Brown,Ole Miss,OG,6'5'',315,RJR,2020-12-25,Eligible
294,NEW,Demetrius Taylor,Appalachian State,DL3T,"6'1""",295,SR,2020-12-25,Eligible
295,--,Mykel Jones,Tulane,WR,5'11'',191,SR,2020-12-25,Eligible
296,--,Nyles Pinckney,Clemson,DL3T,"6'1""",295,RSR,2020-12-25,Eligible
297,--,Ryan McCollum,Texas A&M,OC,6'5'',300,RSR,2020-12-25,Eligible
298,-45,Keith Duncan,Iowa,PK,"5'10""",180,SR,2020-12-25,Eligible
299,--,LaRon Stokes,Oklahoma,DL5T,6'4'',278,SR,2020-12-25,Eligible
300,--,Landon Young,Kentucky,OT,6'7'',321,SR,2020-12-25,Eligible
301,--,K.J. Costello,Mississippi State,QB,"6'5""",225,RSR,2020-12-25,Eligible
302,--,Kekaula Kaniho,Boise State,CB,5'9'',183,SR,2020-12-25,Eligible
303,--,D'Eriq King,Miami (FL),QB,5'10'',202,RSR,2020-12-25,Eligible
304,--,Matt Bushman,BYU,TE,"6'5""",245,SR,2020-12-25,Eligible
305,--,Robert Hainsey,Notre Dame,OT,"6'5""",295,SR,2020-12-25,Eligible
306,--,Zach Davidson,Central Missouri,TE,"6'7""",245,RJR,2020-12-25,Eligible
