Rank,Change,Player,School,Position,Height,Weight,CollegeClass,Date,DraftStatus
72,+2,Jimmy Morrissey,Pitt,OC,"6'3""",300,RSR,2020-06-27,Eligible
73,-1,Jordan Smith,UAB,EDGE,"6'7""",250,RJR,2020-06-27,Eligible
74,+1,Hamsah Nasirildeen,Florida State,S,"6'4""",215,SR,2020-06-27,Eligible
75,-8,Pooka Williams,Kansas,RBC,"5'10""",170,JR,2020-06-27,Eligible
76,+3,Damone Clark,LSU,ILB,"6'3""",239,JR,2020-06-27,Eligible
77,+107,Trey Sermon,Oklahoma,RB,"6'0""",224,SR,2020-06-27,Eligible
78,+17,Ben Cleveland,Georgia,OG,"6'6""",341,RSR,2020-06-27,Eligible
79,+3,C.J. Verdell,Oregon,RB,"5'9""",210,JR,2020-06-27,Eligible
80,--,Terrace Marshall,LSU,WR,"6'3""",200,JR,2020-06-27,Eligible
81,+8,Joe Tryon,Washington,EDGE,"6'5""",262,RJR,2020-06-27,Eligible
82,-4,Caleb Farley,Virginia Tech,CB,"6'2""",197,RJR,2020-06-27,Eligible
83,-6,Jabril Cox,LSU,OLB,"6'2""",233,RSR,2020-06-27,Eligible
84,-3,Pat Freiermuth,Penn State,TE,"6'5""",250,JR,2020-06-27,Eligible
85,+7,Donovan Stiner,Florida,S,"6'1""",203,JR,2020-06-27,Eligible
86,-2,Jeremiah Owusu-Koramoah,Notre Dame,OLB,6'1'',216,JR,2020-06-27,Eligible
87,-1,Tutu Atwell,Louisville,WRS,"5'9""",156,JR,2020-06-27,Eligible
88,+13,Alec Lindstrom,Boston College,OC,6'4'',275,RJR,2020-06-27,Eligible
89,+23,Cole Van Lanen,Wisconsin,OT,"6'5""",312,RSR,2020-06-27,Eligible
90,-3,Cameron Goode,California,EDGE,"6'3""",235,RJR,2020-06-27,Eligible
91,--,Dazz Newsome,North Carolina,WR,"5'11""",175,SR,2020-06-27,Eligible
92,+27,Jordan Davis,Georgia,DL1T,6'6'',330,JR,2020-06-27,Eligible
93,-5,Sam Ehlinger,Texas,QB,"6'3""",230,SR,2020-06-27,Eligible
94,-4,Derion Kendrick,Clemson,CB,"6'0""",190,JR,2020-06-27,Eligible
95,-12,Daniel Faalele,Minnesota,OT,"6'8""",400,JR,2020-06-27,Eligible
96,+10,Asante Samuel Jr.,Florida State,CB,"5'10""",180,JR,2020-06-27,Eligible
97,-4,Chazz Surratt,North Carolina,OLB,"6'3""",230,RSR,2020-06-27,Eligible
98,+26,Kevin Jarvis,Michigan State,OG,"6'5""",312,SR,2020-06-27,Eligible
99,+8,Ben Brown,Ole Miss,OG,6'5'',315,RJR,2020-06-27,Eligible
100,-2,K.J. Costello,Mississippi State,QB,"6'5""",222,RSR,2020-06-27,Eligible
