Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
52,2,Tylan Wallace,Oklahoma State,WR,NY Giants (SIM Trade),-7,15,2021-04-08,Oklahoma
53,2,Seth Williams,Auburn,WR,Tennessee,-16,15,2021-04-08,Alabama
54,2,Tyson Campbell,Georgia,CB,Indianapolis,+7,15,2021-04-08,Georgia
55,2,Creed Humphrey,Oklahoma,OC,Pittsburgh,+9,15,2021-04-08,Oklahoma
56,2,Landon Dickerson,Alabama,OC,Seattle,-6,15,2021-04-08,Alabama
57,2,Jabril Cox,LSU,OLB,LA Rams,+5,15,2021-04-08,Louisiana
58,2,Ronnie Perkins,Oklahoma,EDGE,Baltimore,-20,15,2021-04-08,Oklahoma
59,2,Ifeatu Melifonwu,Syracuse,CB,Cleveland,-23,15,2021-04-08,New York
60,2,Cameron McGrone,Michigan,OLB,New Orleans,-14,15,2021-04-08,Michigan
61,2,Marvin Wilson,Florida State,DL1T,Buffalo,-3,15,2021-04-08,Florida
62,2,Paulson Adebo,Stanford,CB,Green Bay,-35,15,2021-04-08,California
63,2,Amon-Ra St. Brown,USC,WR,Kansas City,-10,15,2021-04-08,California
64,2,Jay Tufele,USC,DL3T,Tampa Bay,+13,15,2021-04-08,California
106,4,Kenneth Gainwell,Memphis,RB,Jacksonville,+20,8,2021-04-08,Tennessee
107,4,Brevin Jordan,Miami (FL),TE,NY Jets,+8,8,2021-04-08,Florida
108,4,Chuba Hubbard,Oklahoma State,RB,Atlanta,+13,8,2021-04-08,Oklahoma
109,4,Damonte Coxie,Memphis,WR,Houston,+11,8,2021-04-08,Tennessee
110,4,Charles Snowden,Virginia,OLB,Cleveland (Trade),-16,8,2021-04-08,Virginia
111,4,Anthony Schwartz,Auburn,WR,Cincinnati,+9,8,2021-04-08,Alabama
112,4,Israel Mukuamu,South Carolina,CB,Detroit,-2,8,2021-04-08,South Carolina
113,4,Hunter Long,Boston College,TE,Carolina,+9,8,2021-04-08,Massachusetts
114,4,Jamie Newman,Georgia,QB,Denver,+2,8,2021-04-08,Georgia
115,4,Tommy Doyle,Miami (OH),OT,Dallas,-39,8,2021-04-08,Ohio
116,4,Deonte Brown,Alabama,OG,Chicago (SIM Trade),+10,8,2021-04-08,Alabama
117,4,Benjamin St-Juste,Minnesota,CB,San Francisco,-79,8,2021-04-08,Minnesota
118,4,Tommy Togiai,Ohio State,DL3T,LA Chargers,+3,8,2021-04-08,Ohio
119,4,Milton Williams,Louisiana Tech,DL5T,Minnesota,-30,8,2021-04-08,Louisiana
120,4,Sage Surratt,Wake Forest,WR,New England,+2,8,2021-04-08,North Carolina
121,4,Marlon Williams,UCF,WR,Las Vegas (Trade),-1,8,2021-04-08,Florida
122,4,Marlon Tuipulotu,USC,DL3T,New England (Trade),+5,8,2021-04-08,California
123,4,Ar'Darius Washington,TCU,S,Philadelphia (Trade),+7,8,2021-04-08,Texas
124,4,Tommy Tremble,Notre Dame,TE,Washington,+4,8,2021-04-08,Indiana
125,4,Marco Wilson,Florida,CB,Minnesota (Trade),-4,8,2021-04-08,Florida
126,4,Khalil Herbert,Virginia Tech,RBC,Tennessee,+16,8,2021-04-08,Virginia
127,4,K.J. Britt,Auburn,ILB,Indianapolis,-14,8,2021-04-08,Alabama
128,4,Trill Williams,Syracuse,CB,Pittsburgh,+1,8,2021-04-08,New York
129,4,Olaijah Griffin,USC,CB,Seattle,-1,8,2021-04-08,California
130,4,Divine Deablo,Virginia Tech,S,Jacksonville (Trade),+9,8,2021-04-08,Virginia
131,4,Aaron Banks,Notre Dame,OG,Baltimore,+7,8,2021-04-08,Indiana
132,4,Jonathan Marshall,Arkansas,DL1T,Cleveland,+4,8,2021-04-08,Arkansas
133,4,Tony Poljan,Virginia,TE,New Orleans,-17,8,2021-04-08,Virginia
134,4,Nico Collins,Michigan,WR,Minnesota (Trade),-2,8,2021-04-08,Michigan
135,4,JaCoby Stevens,LSU,S,Green Bay,-11,8,2021-04-08,Louisiana
136,4,Shakur Brown,Michigan State,CB,Kansas City,+4,8,2021-04-08,Michigan
137,4,Trey Sermon,Ohio State,RB,Tampa Bay,-6,8,2021-04-08,Ohio
138,4,Jaelon Darden,North Texas,WRS,Dallas (Comp),+45,8,2021-04-08,Texas
139,4,Trey Hill,Georgia,OC,Dallas (SIM Trade),+16,8,2021-04-08,Georgia
140,4,Hamilcar Rashed,Oregon State,EDGE,Pittsburgh (Comp),+9,8,2021-04-08,Oregon
141,4,Chris Rumph II,Duke,EDGE,LA Rams (Comp),+4,8,2021-04-08,North Carolina
142,4,Daelin Hayes,Notre Dame,EDGE,Green Bay (Comp),-20,8,2021-04-08,Indiana
143,4,Cameron Sample,Tulane,EDGE,Minnesota (Comp),+3,8,2021-04-08,Louisiana
144,4,Tre' McKitty,Georgia,TE,Kansas City (Comp),-49,8,2021-04-08,Georgia
145,4,Rodarius Williams,Oklahoma State,CB,Jacksonville,+12,8,2021-04-08,Oklahoma
146,4,Tutu Atwell,Louisville,WRS,NY Jets,+43,8,2021-04-08,Kentucky
147,5,Tariq Thompson,San Diego State,S,Houston,+13,7,2021-04-08,California
148,5,Shaka Toney,Penn State,EDGE,Atlanta,-7,7,2021-04-08,Pennsylvania
149,5,Tedarrell Slaton,Florida,DL1T,Cincinnati,+10,7,2021-04-08,Florida
150,5,Josh Imatorbhebhe,Illinois,WR,Philadelphia,-3,7,2021-04-08,Illinois
151,5,Paddy Fisher,Northwestern,ILB,Carolina,-17,7,2021-04-08,Illinois
152,5,Malik Herring,Georgia,DL5T,Denver,-12,7,2021-04-08,Georgia
153,5,Monty Rice,Georgia,OLB,Detroit,+11,7,2021-04-08,Georgia
154,5,Keith Taylor,Washington,CB,NY Jets (Trade),+16,7,2021-04-08,Washington
155,5,Adrian Ealy,Oklahoma,OT,San Francisco,-5,7,2021-04-08,Oklahoma
156,5,Sadarius Hutcherson,South Carolina,OG,Miami (Trade),+9,7,2021-04-08,South Carolina
157,5,Demetric Felton,UCLA,RBC,Minnesota,+13,7,2021-04-08,California
158,5,Darren Hall,San Diego State,CB,Houston (Trade),+6,7,2021-04-08,California
159,5,Jack Anderson,Texas Tech,OG,LA Chargers,+2,7,2021-04-08,Texas
160,5,Rhamondre Stevenson,Oklahoma,RB,Arizona,+9,7,2021-04-08,Oklahoma
161,5,Jordan Smith,UAB,EDGE,Buffalo (Trade),+5,7,2021-04-08,Alabama
162,5,Ta'Quon Graham,Texas,DL3T,Las Vegas (Trade),+17,7,2021-04-08,Texas
163,5,Sam Ehlinger,Texas,QB,Washington,-7,7,2021-04-08,Texas
164,5,Robert Hainsey,Notre Dame,OT,Chicago,+6,7,2021-04-08,Indiana
165,5,Tommy Kraemer,Notre Dame,OG,Indianapolis,-11,7,2021-04-08,Indiana
166,5,Jimmy Morrissey,Pitt,OC,Tennessee,+0,7,2021-04-08,Pennsylvania
167,5,Damon Hazelton,Missouri,WR,Las Vegas (Trade),+8,7,2021-04-08,Missouri
168,5,Jose Borregales,Miami (FL),PK,Minnesota (Trade),-11,7,2021-04-08,Florida
169,5,Jamien Sherwood,Auburn,S,Cleveland (Trade),+21,7,2021-04-08,Alabama
170,5,Wyatt Hubert,Kansas State,EDGE,Jacksonville (Trade),-5,7,2021-04-08,Kansas
171,5,Alaric Jackson,Iowa,OT,Baltimore,+6,7,2021-04-08,Iowa
172,5,Thomas Graham Jr.,Oregon,CB,San Francisco (Trade),+1,7,2021-04-08,Oregon
173,5,Michal Menet,Penn State,OC,Green Bay,-24,7,2021-04-08,Pennsylvania
174,5,Jaret Patterson,Buffalo,RB,Buffalo,+0,7,2021-04-08,New York
175,5,Richard LeCounte III,Georgia,S,Kansas City,+6,7,2021-04-08,Georgia
176,5,Chauncey Golston,Iowa,DL5T,Tampa Bay,-38,7,2021-04-08,Iowa
177,5,Joshua Kaindoh,Florida State,EDGE,New England (Comp),-4,7,2021-04-08,Florida
178,5,Javian Hawkins,Louisville,RBC,Green Bay (Comp),-7,7,2021-04-08,Kentucky
179,5,Shane Buechele,SMU,QB,Dallas (Comp),-1,7,2021-04-08,Texas
180,6,Xavier Kelly,Arkansas,DL3T,San Francisco (Comp),-3,6,2021-04-08,Arkansas
181,6,Larry Borom,Missouri,OT,Kansas City (Comp),-3,6,2021-04-08,Missouri
182,6,Khyiris Tonga,BYU,DL1T,Atlanta (Comp),-17,6,2021-04-08,Utah
183,6,D.J. Daniel,Georgia,CB,Atlanta (Comp),+6,6,2021-04-08,Georgia
184,6,Donovan Stiner,Florida,S,Baltimore (Comp),+11,6,2021-04-08,Florida
185,6,Amari Rodgers,Clemson,WR,LA Chargers (Trade),+22,6,2021-04-08,South Carolina
186,6,Victor Dimukeje,Duke,EDGE,NY Jets (Trade),-1,6,2021-04-08,North Carolina
187,6,Dazz Newsome,North Carolina,WR,Atlanta,+20,6,2021-04-08,North Carolina
188,6,Elijah Mitchell,Louisiana-Lafayette,RB,New England (Trade),+6,6,2021-04-08,Louisiana
189,6,Amen Ogbongbemiga,Oklahoma State,OLB,Philadelphia,-13,6,2021-04-08,Oklahoma
190,6,Damar Hamlin,Pitt,S,Cincinnati,+4,6,2021-04-08,Pennsylvania
191,6,Tyree Gillespie,Missouri,S,Denver,-13,6,2021-04-08,Missouri
192,6,Noah Gray,Duke,TE,Dallas (Trade),+1,6,2021-04-08,North Carolina
193,6,Kylin Hill,Mississippi State,RBC,Carolina,+32,6,2021-04-08,Mississippi
194,6,Mustafa Johnson,Colorado,DL5T,San Francisco,-24,6,2021-04-08,Colorado
195,6,Matt Bushman,BYU,TE,Houston (Trade),-11,6,2021-04-08,Utah
196,6,Naquan Jones,Michigan State,DL1T,NY Giants,-29,6,2021-04-08,Michigan
197,6,Tony Fields II,West Virginia,OLB,New England,-32,6,2021-04-08,West Virginia
198,6,John Bates,Boise State,TE,LA Chargers,-10,6,2021-04-08,Idaho
199,6,Jamar Johnson,Indiana,S,Minnesota,-42,6,2021-04-08,Indiana
200,6,Brady White,Memphis,QB,Las Vegas,-3,6,2021-04-08,Tennessee
201,6,Max Richardson,Boston College,OLB,NY Giants (Trade),-29,6,2021-04-08,Massachusetts
202,6,Malcolm Koonce,Buffalo,EDGE,Cincinnati (Trade),+4,6,2021-04-08,New York
203,6,Jonathon Cooper,Ohio State,EDGE,Houston (Trade),+3,6,2021-04-08,Ohio
204,6,Ryan McCollum,Texas A&M,OC,NY Giants (SIM Trade),-38,6,2021-04-08,Texas
205,6,Quintin Morris,Bowling Green,TE,Tennessee,-6,6,2021-04-08,Ohio
206,6,Osa Odighizuwa,UCLA,DL5T,Indianapolis,-10,6,2021-04-08,California
207,6,Camryn Bynum,California,CB,Kansas City (Trade),+29,6,2021-04-08,California
208,6,Robert Rochell,Central Arkansas,CB,Chicago (Trade),+20,6,2021-04-08,Arkansas
209,6,D'Ante Smith,East Carolina,OT,LA Rams,-3,6,2021-04-08,North Carolina
210,6,Isaiahh Loudermilk,Wisconsin,DL5T,Baltimore,-10,6,2021-04-08,Wisconsin
211,6,O'Bryan Goodson,Memphis,DL3T,Cleveland,-53,6,2021-04-08,Tennessee
212,6,Davis Mills,Stanford,QB,Houston (Trade),-3,6,2021-04-08,California
213,6,Tamorrion Terry,Florida State,WR,Buffalo,+12,6,2021-04-08,Florida
214,6,Stone Forsythe,Florida,OT,Green Bay,-37,6,2021-04-08,Florida
215,7,David Moore,Grambling State,OG,Tennessee (Trade),-55,5,2021-04-08,Louisiana
216,7,Kary Vincent Jr.,LSU,CB,Pittsburgh (Trade),+27,5,2021-04-08,Louisiana
217,7,Calvin Ashley,Florida A&M,OG,Tampa Bay (Comp),-54,5,2021-04-08,Florida
218,7,Dan Moore Jr.,Texas A&M,OT,New Orleans (Comp),-1,5,2021-04-08,Texas
219,7,Carlo Kemp,Michigan,DL5T,Atlanta (Comp),-5,5,2021-04-08,Michigan
220,7,Jacob Harris,UCF,WR,Green Bay (Comp),-88,5,2021-04-08,Florida
221,7,Brenden Knox,Marshall,RB,Chicago (Comp),-19,5,2021-04-08,West Virginia
222,7,Shemar Jean-Charles,Appalachian State,CB,Carolina (Comp),+30,5,2021-04-08,North Carolina
223,7,Kenny Yeboah,Ole Miss,TE,Arizona (Trade),+2,5,2021-04-08,Mississippi
224,7,K.J. Costello,Mississippi State,QB,Philadelphia (Comp),-45,5,2021-04-08,Mississippi
225,7,Drew Dalman,Stanford,OC,Philadelphia (Comp),-48,5,2021-04-08,California
226,7,Landon Young,Kentucky,OT,NY Jets (Trade),-5,5,2021-04-08,Kentucky
227,7,Grant Stuard,Houston,OLB,Dallas (Comp),-16,5,2021-04-08,Texas
228,7,Anthony Hines,Texas A&M,OLB,Chicago (Comp),-21,5,2021-04-08,Texas
229,7,T.J. Vasher,Texas Tech,WR,New Orleans (Trade),+35,5,2021-04-08,Texas
230,7,Simi Fehoko,Stanford,WR,San Francisco (Trade),-66,5,2021-04-08,California
231,7,Dicaprio Bootle,Nebraska,CB,Miami (Trade),+26,5,2021-04-08,Nebraska
232,7,Erroll Thompson,Mississippi State,ILB,Tennessee (Trade),-55,5,2021-04-08,Mississippi
233,7,James Wiggins,Cincinnati,S,Houston (Trade),+0,5,2021-04-08,Ohio
234,7,Kendrick Green,Illinois,OG,Philadelphia,-40,5,2021-04-08,Illinois
235,7,Elijah Ponder,Cincinnati,DL5T,Cincinnati (Trade),-15,5,2021-04-08,Ohio
236,7,Shi Smith,South Carolina,WRS,Buffalo (Trade),+1,5,2021-04-08,South Carolina
237,7,Cole Van Lanen,Wisconsin,OT,Denver,-2,5,2021-04-08,Wisconsin
238,7,Spencer Brown,UAB,RB,Dallas,-25,5,2021-04-08,Alabama
239,7,Gary Brightwell,Arizona,RB,Denver (Trade),-39,5,2021-04-08,Arizona
240,7,Jordon Scott,Oregon,DL1T,Philadelphia (Trade),-39,5,2021-04-08,Oregon
241,7,Jermar Jefferson,Oregon State,RBC,LA Chargers,+14,5,2021-04-08,Oregon
242,7,Carson Green,Texas A&M,OG,New England,-33,5,2021-04-08,Texas
243,7,Garret Wallow,TCU,OLB,Arizona,-12,5,2021-04-08,Texas
244,7,Ambry Thomas,Michigan,CB,Washington (Trade),+35,5,2021-04-08,Michigan
245,7,Cary Angeline,NC State,TE,Pittsburgh (Trade),+0,5,2021-04-08,North Carolina
246,7,Marquez Stevenson,Houston,WR,Washington,+36,5,2021-04-08,Texas
247,7,Dez Fitzpatrick,Louisville,WR,Arizona (Trade),+25,5,2021-04-08,Kentucky
248,7,Brennan Eagles,Texas,WR,Indianapolis,+12,5,2021-04-08,Texas
249,7,Kylen Granson,SMU,TE,Jacksonville (Trade),-4,5,2021-04-08,Texas
250,7,Trevon Grimes,Florida,WR,Seattle,+13,5,2021-04-08,Florida
251,7,Tay Gowan,UCF,CB,Tampa Bay (Trade),+38,5,2021-04-08,Florida
252,7,Deommodore Lenoir,Oregon,CB,LA Rams,+35,5,2021-04-08,Oregon
253,7,Tuf Borland,Ohio State,ILB,Denver (Trade),-52,5,2021-04-08,Ohio
254,7,Tyler Coyle,Purdue,S,Pittsburgh (Trade),+6,5,2021-04-08,Indiana
255,7,Rachad Wildgoose,Wisconsin,CB,New Orleans,+29,5,2021-04-08,Wisconsin
256,0,Avery Williams,Boise State,CB,Green Bay,-121,0,2021-04-08,Idaho
257,0,Pooka Williams,Kansas,RBC,Cleveland (Trade),+25,0,2021-04-08,Kansas
258,0,Pro Wells,TCU,TE,Miami (Trade),+4,0,2021-04-08,Texas
259,0,Austin Watkins,UAB,WR,Tampa Bay,+21,0,2021-04-08,Alabama
