Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
1,1,Trevor Lawrence,Clemson,QB,NY Jets,+0,40,2020-10-21,South Carolina
2,1,Justin Fields,Ohio State,QB,Jacksonville,+0,35,2020-10-21,Ohio
3,1,Penei Sewell,Oregon,OT,Washington,-1,35,2020-10-21,Oregon
4,1,Ja'Marr Chase,LSU,WR,NY Giants,+1,35,2020-10-21,Louisiana
5,1,Trey Lance,North Dakota State,QB,Minnesota,-39,35,2020-10-21,North Dakota
6,1,Gregory Rousseau,Miami (FL),EDGE,Miami (Trade),+1,35,2020-10-21,Florida
7,1,Patrick Surtain II,Alabama,CB,Atlanta,+1,35,2020-10-21,Alabama
8,1,Caleb Farley,Virginia Tech,CB,Cincinnati,+1,35,2020-10-21,Virginia
9,1,Marvin Wilson,Florida State,DL3T,Detroit,-3,35,2020-10-21,Florida
10,1,Alex Leatherwood,Alabama,OT,Philadelphia,+0,35,2020-10-21,Alabama
11,1,Micah Parsons,Penn State,ILB,LA Chargers,+3,30,2020-10-21,Pennsylvania
12,1,Shaun Wade,Ohio State,CB,Dallas,-17,30,2020-10-21,Ohio
13,1,Carlos Basham Jr.,Wake Forest,DL5T,Denver,-8,30,2020-10-21,North Carolina
14,1,Kyle Pitts,Florida,TE,Carolina,+1,30,2020-10-21,Florida
15,1,Jaylen Waddle,Alabama,WRS,Miami,-4,30,2020-10-21,Alabama
16,1,DeVonta Smith,Alabama,WR,New England,+5,30,2020-10-21,Alabama
17,1,Tyson Campbell,Georgia,CB,Arizona,+0,30,2020-10-21,Georgia
18,1,Quincy Roche,Miami (FL),EDGE,San Francisco,-4,30,2020-10-21,Florida
19,1,Hamsah Nasirildeen,Florida State,S,Las Vegas,+4,30,2020-10-21,Florida
20,1,Jevon Holland,Oregon,S,Cleveland,+2,30,2020-10-21,Oregon
21,1,Walker Little,Stanford,OT,Indianapolis,-2,25,2020-10-21,California
22,1,Rashod Bateman,Minnesota,WR,New Orleans,+6,25,2020-10-21,Minnesota
23,1,Samuel Cosmi,Texas,OT,Jacksonville (Trade),-7,25,2020-10-21,Texas
24,1,Jaylen Twyman,Pitt,DL3T,Buffalo,+0,25,2020-10-21,Pennsylvania
25,1,Rondale Moore,Purdue,WR,Chicago,+16,25,2020-10-21,Indiana
26,1,Christian Barmore,Alabama,DL3T,Tampa Bay,-9,25,2020-10-21,Alabama
27,1,Travis Etienne,Clemson,RB,Green Bay,+13,25,2020-10-21,South Carolina
28,1,Wyatt Davis,Ohio State,OG,Baltimore,+1,25,2020-10-21,Ohio
29,1,Terrace Marshall,LSU,WR,Tennessee,+1,25,2020-10-21,Louisiana
30,1,Paulson Adebo,Stanford,CB,Pittsburgh,-1,25,2020-10-21,California
31,1,Creed Humphrey,Oklahoma,OC,Kansas City,+6,25,2020-10-21,Oklahoma
32,1,Jayson Oweh,Penn State,EDGE,NY Jets (Trade),+0,25,2020-10-21,Pennsylvania
33,2,Asante Samuel Jr.,Florida State,CB,NY Jets,-10,20,2020-10-21,Florida
34,2,Israel Mukuamu,South Carolina,CB,Jacksonville,-13,20,2020-10-21,South Carolina
35,2,Kyle Trask,Florida,QB,Washington,-6,20,2020-10-21,Florida
36,2,Hamilcar Rashed,Oregon State,EDGE,NY Giants,-3,20,2020-10-21,Oregon
37,2,Marlon Tuipulotu,USC,DL3T,Jacksonville (Trade),-11,20,2020-10-21,California
38,2,Tyler Shelvin,LSU,DL1T,Miami (Trade),+2,20,2020-10-21,Louisiana
39,2,Paris Ford,Pitt,S,Atlanta,+13,20,2020-10-21,Pennsylvania
40,2,Dylan Moses,Alabama,OLB,Cincinnati,+20,20,2020-10-21,Alabama
41,2,Richard LeCounte III,Georgia,S,Detroit,+3,20,2020-10-21,Georgia
42,2,Cameron McGrone,Michigan,OLB,Philadelphia,-11,20,2020-10-21,Michigan
43,2,Patrick Jones II,Pitt,EDGE,LA Chargers,-13,20,2020-10-21,Pennsylvania
44,2,Andre Cisco,Syracuse,S,Dallas,-10,20,2020-10-21,New York
45,2,Jalen Mayfield,Michigan,OT,Denver,+0,20,2020-10-21,Michigan
46,2,Jackson Carman,Clemson,OT,Carolina,-3,20,2020-10-21,South Carolina
47,2,Najee Harris,Alabama,RB,Miami,+14,20,2020-10-21,Alabama
48,2,Jordan Davis,Georgia,DL1T,New England,+11,20,2020-10-21,Georgia
49,2,Trey Smith,Tennessee,OG,Arizona,+9,15,2020-10-21,Tennessee
50,2,Eric Stokes,Georgia,CB,San Francisco,-9,15,2020-10-21,Georgia
51,2,Jay Tufele,USC,DL3T,Las Vegas,-15,15,2020-10-21,California
52,2,Seth Williams,Auburn,WR,Cleveland,+2,15,2020-10-21,Alabama
53,2,Brevin Jordan,Miami (FL),TE,Indianapolis,+19,15,2020-10-21,Florida
54,2,Baron Browning,Ohio State,ILB,New Orleans,-9,15,2020-10-21,Ohio
55,2,Chazz Surratt,North Carolina,OLB,LA Rams,+13,15,2020-10-21,North Carolina
56,2,Derion Kendrick,Clemson,CB,Buffalo,-13,15,2020-10-21,South Carolina
57,2,Tedarrell Slaton,Florida,DL1T,Chicago,-13,15,2020-10-21,Florida
58,2,Caden Sterns,Texas,S,Tampa Bay,+1,15,2020-10-21,Texas
59,2,Liam Eichenberg,Notre Dame,OT,Green Bay,-2,15,2020-10-21,Indiana
60,2,Kwity Paye,Michigan,EDGE,Baltimore,-13,15,2020-10-21,Michigan
61,2,Pat Freiermuth,Penn State,TE,Tennessee,-3,15,2020-10-21,Pennsylvania
62,2,Josh Myers,Ohio State,OC,Pittsburgh,+16,15,2020-10-21,Ohio
63,2,Sage Surratt,Wake Forest,WR,Kansas City,-5,15,2020-10-21,North Carolina
64,2,Kenneth Gainwell,Memphis,RB,Seattle,+11,15,2020-10-21,Tennessee
65,3,Tylan Wallace,Oklahoma State,WR,NY Jets,+10,10,2020-10-21,Oklahoma
66,3,Phidarian Mathis,Alabama,DL1T,Jacksonville,-81,10,2020-10-21,Alabama
67,3,Amon-Ra St. Brown,USC,WR,Washington,+2,10,2020-10-21,California
68,3,T.J. Carter,Memphis,CB,NY Giants,-9,10,2020-10-21,Tennessee
69,3,Chris Olave,Ohio State,WR,Minnesota,-11,10,2020-10-21,Ohio
70,3,Deonte Brown,Alabama,OG,Houston,+12,10,2020-10-21,Alabama
71,3,Chuba Hubbard,Oklahoma State,RB,Atlanta,+11,10,2020-10-21,Oklahoma
72,3,Xavier Thomas,Clemson,DL5T,Cincinnati,+21,10,2020-10-21,South Carolina
73,3,Trey Hill,Georgia,OC,Detroit,+11,10,2020-10-21,Georgia
74,3,Joe Tryon,Washington,EDGE,Philadelphia,-2,10,2020-10-21,Washington
75,3,Cade Mays,Tennessee,OG,LA Chargers,+1,10,2020-10-21,Tennessee
76,3,Hunter Long,Boston College,TE,Dallas,-9,10,2020-10-21,Massachusetts
77,3,Rodarius Williams,Oklahoma State,CB,Denver,-5,10,2020-10-21,Oklahoma
78,3,Jamie Newman,Georgia,QB,Carolina,+11,10,2020-10-21,Georgia
79,3,Ar'Darius Washington,TCU,S,Miami,+8,10,2020-10-21,Texas
80,3,Chris Rumph II,Duke,EDGE,Arizona,-10,10,2020-10-21,North Carolina
81,3,Jabril Cox,LSU,OLB,Washington (Trade),+9,10,2020-10-21,Louisiana
82,3,Charles Snowden,Virginia,EDGE,Las Vegas,-14,10,2020-10-21,Virginia
83,3,Zion Johnson,Boston College,OG,Cleveland,+4,10,2020-10-21,Massachusetts
84,3,Anthony Schwartz,Auburn,WR,Indianapolis,-5,10,2020-10-21,Alabama
85,3,Cameron Goode,California,EDGE,Cleveland (Trade),-12,10,2020-10-21,California
86,3,Nick Bolton,Missouri,ILB,LA Rams,+1,10,2020-10-21,Missouri
87,3,Jeremiah Owusu-Koramoah,Notre Dame,OLB,Buffalo,+4,10,2020-10-21,Indiana
88,3,C.J. Verdell,Oregon,RB,Chicago,+10,10,2020-10-21,Oregon
89,3,Daniel Faalele,Minnesota,OT,Tampa Bay,+8,10,2020-10-21,Minnesota
90,3,Jordan Smith,UAB,EDGE,Green Bay,-20,10,2020-10-21,Alabama
91,3,Darius Stills,West Virginia,DL3T,Baltimore,-66,10,2020-10-21,West Virginia
92,3,Victor Dimukeje,Duke,EDGE,Tennessee,-16,10,2020-10-21,North Carolina
93,3,Rashawn Slater,Northwestern,OT,Pittsburgh,+5,10,2020-10-21,Illinois
94,3,Tommy Kraemer,Notre Dame,OG,Kansas City,-33,10,2020-10-21,Indiana
95,3,Drake Jackson,Kentucky,OC,NY Jets (Trade),+8,10,2020-10-21,Kentucky
96,3,Journey Brown,Penn State,RB,NY Jets,+4,10,2020-10-21,Pennsylvania
97,3,Jimmy Morrissey,Pitt,OC,Jacksonville,-1,10,2020-10-21,Pennsylvania
98,3,Kary Vincent Jr.,LSU,CB,Washington,+12,10,2020-10-21,Louisiana
99,3,Thayer Munford,Ohio State,OT,NY Giants,+6,10,2020-10-21,Ohio
100,3,Alaric Jackson,Iowa,OT,Minnesota,-1,10,2020-10-21,Iowa
101,3,Nico Collins,Michigan,WR,Houston,-4,10,2020-10-21,Michigan
102,3,Shaka Toney,Penn State,EDGE,Atlanta,-14,10,2020-10-21,Pennsylvania
103,3,Damone Clark,LSU,ILB,Cincinnati,+12,10,2020-10-21,Louisiana
104,4,Dante Stills,West Virginia,DL5T,Detroit,+4,8,2020-10-21,West Virginia
105,4,Chase Lucas,Arizona State,CB,Cleveland (Trade),+11,8,2020-10-21,Arizona
106,4,Tyreke Johnson,Ohio State,CB,LA Chargers,+7,8,2020-10-21,Ohio
107,4,Kobie Whiteside,Missouri,DL3T,Dallas,-4,8,2020-10-21,Missouri
108,4,K.J. Britt,Auburn,ILB,Denver,-13,8,2020-10-21,Alabama
109,4,Alijah Vera-Tucker,USC,OG,Carolina,+14,8,2020-10-21,California
110,4,Dazz Newsome,North Carolina,WR,Las Vegas (Trade),-4,8,2020-10-21,North Carolina
111,4,Sam Ehlinger,Texas,QB,New England,-9,8,2020-10-21,Texas
