Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
81,3,Amen Ogbongbemiga,Oklahoma State,ILB,LA Rams,+17,10,2020-08-01,Oklahoma
82,3,Jordan Davis,Georgia,DL1T,Pittsburgh,-12,10,2020-08-01,Georgia
83,3,Joe Tryon,Washington,EDGE,Philadelphia,+0,10,2020-08-01,Washington
84,3,Dazz Newsome,North Carolina,WR,Green Bay,-9,10,2020-08-01,North Carolina
85,3,Erroll Thompson,Mississippi State,ILB,Tennessee,+17,10,2020-08-01,Mississippi
86,3,Cameron Goode,California,EDGE,Indianapolis,-6,10,2020-08-01,California
87,3,Jeremiah Owusu-Koramoah,Notre Dame,OLB,Buffalo,-1,10,2020-08-01,Indiana
88,3,Kyle Trask,Florida,QB,Minnesota,+17,10,2020-08-01,Florida
89,3,Derion Kendrick,Clemson,CB,Dallas,-7,10,2020-08-01,South Carolina
90,3,Alec Lindstrom,Boston College,OC,Tampa Bay,+0,10,2020-08-01,Massachusetts
91,3,Daniel Faalele,Minnesota,OT,NY Jets (Trade),-6,10,2020-08-01,Minnesota
92,3,Rashad Weaver,Pitt,EDGE,Cleveland (Trade),-16,10,2020-08-01,Pennsylvania
93,3,Nico Collins,Michigan,WR,Baltimore,-12,10,2020-08-01,Michigan
94,3,Chazz Surratt,North Carolina,OLB,Washington (Trade),-5,10,2020-08-01,North Carolina
95,3,Trey Sermon,Ohio State,RB,Kansas City,+16,10,2020-08-01,Ohio
96,3,Shaka Toney,Penn State,EDGE,LA Rams (Trade),-15,10,2020-08-01,Pennsylvania
97,3,Damone Clark,LSU,ILB,Washington,+19,10,2020-08-01,Louisiana
98,3,Pooka Williams,Kansas,RBC,Carolina,+21,10,2020-08-01,Kansas
99,3,C.J. Verdell,Oregon,RB,Cincinnati,+18,10,2020-08-01,Oregon
100,3,Dante Stills,West Virginia,DL5T,NY Jets,-9,10,2020-08-01,West Virginia
101,3,Tanner Morgan,Minnesota,QB,Detroit,+40,10,2020-08-01,Minnesota
102,3,Matt Allen,Michigan State,OC,NY Giants,-10,10,2020-08-01,Michigan
103,3,Asante Samuel Jr.,Florida State,CB,Miami,+5,10,2020-08-01,Florida
104,4,K.J. Britt,Auburn,ILB,Minnesota (Trade),-13,8,2020-08-01,Alabama
105,4,Tamorrion Terry,Florida State,WR,Cleveland,-14,8,2020-08-01,Florida
106,4,Anthony Hines,Texas A&M,OLB,Las Vegas,-1,8,2020-08-01,Texas
107,4,Kwity Paye,Michigan,DL5T,Denver,-26,8,2020-08-01,Michigan
108,4,JaCoby Stevens,LSU,S,Atlanta,-19,8,2020-08-01,Louisiana
109,4,Ben Brown,Ole Miss,OG,Houston (Trade),+8,8,2020-08-01,Mississippi
110,4,Charlie Kolar,Iowa State,TE,LA Chargers,-5,8,2020-08-01,Iowa
111,4,Master Teague,Ohio State,RB,Houston,+8,8,2020-08-01,Ohio
112,4,Tyler Vrabel,Boston College,OT,LA Rams,-8,8,2020-08-01,Massachusetts
113,4,Adrian Ealy,Oklahoma,OT,Pittsburgh,-16,8,2020-08-01,Oklahoma
114,4,J.T. Daniels,USC,QB,Cleveland (Trade),+45,8,2020-08-01,California
115,4,Christian Barmore,Alabama,DL3T,Green Bay,-44,8,2020-08-01,Alabama
116,4,Charles Snowden,Virginia,EDGE,Tennessee,-2,8,2020-08-01,Virginia
117,4,Cary Angeline,NC State,TE,Indianapolis,-4,8,2020-08-01,North Carolina
118,4,Keaontay Ingram,Texas,RB,Minnesota (Trade),+12,8,2020-08-01,Texas
119,4,Victor Dimukeje,Duke,EDGE,Minnesota,-5,8,2020-08-01,North Carolina
120,4,Eli Howard,Texas Tech,DL5T,Dallas,-26,8,2020-08-01,Texas
121,4,Damonte Coxie,Memphis,WR,New England,-1,8,2020-08-01,Tennessee
122,4,Ifeanyi Maijeh,Temple,DL3T,Tampa Bay,-3,8,2020-08-01,Pennsylvania
123,4,Deommodore Lenoir,Oregon,CB,Seattle,+0,8,2020-08-01,Oregon
124,4,T.J. Vasher,Texas Tech,WR,New Orleans,-4,8,2020-08-01,Texas
125,4,Sam Ehlinger,Texas,QB,Baltimore,+30,8,2020-08-01,Texas
126,4,K.J. Costello,Mississippi State,QB,San Francisco,+24,8,2020-08-01,Mississippi
127,4,Luke Farrell,Ohio State,TE,Kansas City,-22,8,2020-08-01,Ohio
128,4,Isaac Taylor-Stuart,USC,CB,Jacksonville,+2,8,2020-08-01,California
129,4,Austin Deculus,LSU,OT,Washington,-6,8,2020-08-01,Louisiana
130,4,Cory Durden,Florida State,DL3T,Carolina,-2,8,2020-08-01,Florida
131,4,Caleb Kelly,Oklahoma,OLB,Cincinnati,-3,8,2020-08-01,Oklahoma
132,4,Delarrin Turner-Yell,Oklahoma,S,NY Jets,-4,8,2020-08-01,Oklahoma
133,4,Tyler Vaughns,USC,WR,Detroit,-10,8,2020-08-01,California
134,4,Darius Stills,West Virginia,DL3T,NY Giants,-5,8,2020-08-01,West Virginia
135,4,Jalen Redmond,Oklahoma,EDGE,Miami,+2,8,2020-08-01,Oklahoma
136,4,Marquis Hayes,Oklahoma,OG,Chicago,+32,8,2020-08-01,Oklahoma
137,4,Kenneth Gainwell,Memphis,RBC,Cleveland,+27,8,2020-08-01,Tennessee
138,4,Thomas Graham Jr.,Oregon,CB,Buffalo (Trade),-9,8,2020-08-01,Oregon
139,4,Treshaun Hayward,Western Michigan,ILB,Denver,+2,8,2020-08-01,Michigan
140,4,Jordon Scott,Oregon,DL1T,Atlanta,-28,8,2020-08-01,Oregon
141,4,Max Borghi,Washington State,RBC,Arizona,+28,8,2020-08-01,Washington
142,4,Abraham Lucas,Washington State,OT,LA Chargers,+1,8,2020-08-01,Washington
143,4,Braydon Johnson,Oklahoma State,WR,Houston,-1,8,2020-08-01,Oklahoma
144,4,DeAngelo Malone,Western Kentucky,OLB,Cleveland (Trade),+4,8,2020-08-01,Kentucky
145,4,Elijah Molden,Washington,CB,Pittsburgh,-5,8,2020-08-01,Washington
146,4,Glen Logan,LSU,DL3T,Philadelphia,-7,8,2020-08-01,Louisiana
147,5,Ar'Darius Washington,TCU,S,Green Bay,-27,7,2020-08-01,Texas
148,5,Demetris Robertson,Georgia,WR,Tennessee,-4,7,2020-08-01,Georgia
149,5,Kolby Harvell-Peel,Oklahoma State,S,Indianapolis,-6,7,2020-08-01,Oklahoma
150,5,B.J. Foster,Texas,S,Buffalo,-13,7,2020-08-01,Texas
151,5,Rashawn Slater,Northwestern,OT,Minnesota,-5,7,2020-08-01,Illinois
152,5,Lyn-J Dixon,Clemson,RBC,Philadelphia (Trade),-6,7,2020-08-01,South Carolina
153,5,Matt Bushman,BYU,TE,New England,-4,7,2020-08-01,Utah
154,5,Janarius Robinson,Florida State,EDGE,Tampa Bay,+0,7,2020-08-01,Florida
155,5,LaBryan Ray,Alabama,DL3T,Seattle,-9,7,2020-08-01,Alabama
156,5,Alijah Vera-Tucker,USC,OG,New Orleans,+40,7,2020-08-01,California
157,5,Jack Anderson,Texas Tech,OG,Minnesota (Trade),+12,7,2020-08-01,Texas
158,5,J.D. Spielman,Nebraska,WRS,San Francisco,+16,7,2020-08-01,Nebraska
159,5,Monty Rice,Georgia,OLB,Kansas City,+8,7,2020-08-01,Georgia
160,5,Nick Eubanks,Michigan,TE,Jacksonville,-1,7,2020-08-01,Michigan
161,5,Jake Ferguson,Wisconsin,TE,Washington,-9,7,2020-08-01,Wisconsin
162,5,Malik Herring,Georgia,DL5T,Carolina,+14,7,2020-08-01,Georgia
163,5,Paris Ford,Pitt,S,Cincinnati,-21,7,2020-08-01,Pennsylvania
164,5,Ryan McCollum,Texas A&M,OG,New England (Trade),+4,7,2020-08-01,Texas
165,5,Landon Dickerson,Alabama,OC,Detroit,-11,7,2020-08-01,Alabama
166,5,Robert Hainsey,Notre Dame,OT,NY Giants,-1,7,2020-08-01,Indiana
167,5,Ronnie Perkins,Oklahoma,EDGE,Houston (Trade),+2,7,2020-08-01,Oklahoma
168,5,Trey Dean III,Florida,CB,Chicago,+6,7,2020-08-01,Florida
169,5,Dillon Radunz,North Dakota State,OT,Cleveland,-6,7,2020-08-01,North Dakota
170,5,Kellen Mond,Texas A&M,QB,Las Vegas,+56,7,2020-08-01,Texas
171,5,Desmond Ridder,Cincinnati,QB,Denver,+40,7,2020-08-01,Ohio
172,5,Shane Buechele,SMU,QB,Atlanta,+34,7,2020-08-01,Texas
173,5,Azeez Ojulari,Georgia,EDGE,Arizona,+1,7,2020-08-01,Georgia
174,5,Kary Vincent Jr.,LSU,CB,LA Chargers,-5,7,2020-08-01,Louisiana
175,5,Derrick Barnes,Purdue,ILB,Houston,-2,7,2020-08-01,Indiana
176,5,Todd Harris Jr.,LSU,S,LA Rams,-29,7,2020-08-01,Louisiana
177,5,Thomas Booker,Stanford,DL5T,Miami (Trade),-17,7,2020-08-01,California
178,5,Olaijah Griffin,USC,CB,Philadelphia,-11,7,2020-08-01,California
179,5,Reggie Roberson,SMU,WR,Green Bay,-19,7,2020-08-01,Texas
180,6,Shaun Beyer,Iowa,TE,Tennessee,-5,6,2020-08-01,Iowa
181,6,Calvin Ashley,Florida A&M,OG,Indianapolis,+15,6,2020-08-01,Florida
182,6,Landon Young,Kentucky,OT,Buffalo,+1,6,2020-08-01,Kentucky
183,6,Marquez Stevenson,Houston,WR,Minnesota,-28,6,2020-08-01,Texas
184,6,Naquan Jones,Michigan State,DL1T,Dallas,-52,6,2020-08-01,Michigan
185,6,Charleston Rambo,Oklahoma,WR,NY Jets (Trade),-1,6,2020-08-01,Oklahoma
186,6,Tariq Castro-Fields,Penn State,CB,Tampa Bay,-4,6,2020-08-01,Pennsylvania
187,6,Blake Gallagher,Northwestern,OLB,Miami (Trade),+18,6,2020-08-01,Illinois
188,6,Ben Petrula,Boston College,OT,Houston (Trade),-6,6,2020-08-01,Massachusetts
189,6,Isaiah Chambers,Houston,EDGE,Baltimore,-7,6,2020-08-01,Texas
190,6,Cameron McGrone,Michigan,OLB,San Francisco,+12,6,2020-08-01,Michigan
191,6,Mac Jones,Alabama,QB,Kansas City,+20,6,2020-08-01,Alabama
192,6,Merlin Robertson,Arizona State,OLB,Jacksonville,+12,6,2020-08-01,Arizona
193,6,Kylin Hill,Mississippi State,RB,Washington,+5,6,2020-08-01,Mississippi
194,6,Jack Wohlabaugh,Duke,OC,Buffalo (Trade),+7,6,2020-08-01,North Carolina
195,6,Noah Gray,Duke,TE,Cincinnati,-6,6,2020-08-01,North Carolina
196,6,Michal Menet,Penn State,OC,NY Jets,+3,6,2020-08-01,Pennsylvania
197,6,Rakeem Boyd,Arkansas,RB,Seattle (Trade),+0,6,2020-08-01,Arkansas
198,6,TaRiq Bracy,Notre Dame,S,NY Giants,-9,6,2020-08-01,Indiana
199,6,Brady White,Memphis,QB,Pittsburgh (Trade),+16,6,2020-08-01,Tennessee
200,6,Phidarian Mathis,Alabama,DL1T,Las Vegas (Trade),-55,6,2020-08-01,Alabama
201,6,Christian Albright,Ball State,OLB,Denver (Trade),+10,6,2020-08-01,Indiana
202,6,Rayshard Ashby,Virginia Tech,ILB,Las Vegas,+20,6,2020-08-01,Virginia
203,6,Jermar Jefferson,Oregon State,RBC,Denver,+0,6,2020-08-01,Oregon
204,6,Elijah Mitchell,Louisiana-Lafayette,RB,Miami (Trade),-9,6,2020-08-01,Louisiana
205,6,Josh Sills,Oklahoma State,OG,Arizona,+5,6,2020-08-01,Oklahoma
206,6,Jack Jones,Arizona State,S,LA Chargers,-8,6,2020-08-01,Arizona
207,6,Juwuan Jones,Western Kentucky,DL5T,Houston,-1,6,2020-08-01,Kentucky
208,6,O'Rien Vance,Iowa State,OLB,LA Rams,+16,6,2020-08-01,Iowa
209,6,Terrel Bernard,Baylor,OLB,Pittsburgh,+3,6,2020-08-01,Texas
210,6,Cole Chewins,Michigan State,OT,Philadelphia,+6,6,2020-08-01,Michigan
211,6,Nick Bolton,Missouri,OLB,Green Bay,-60,6,2020-08-01,Missouri
212,6,Keith Taylor,Washington,CB,Tennessee,+13,6,2020-08-01,Washington
213,6,Spencer Sanders,Oklahoma State,QB,Indianapolis,+11,6,2020-08-01,Oklahoma
214,6,Baveon Johnson,Florida State,OC,Cleveland (Trade),-1,6,2020-08-01,Florida
215,7,Tony Poljan,Central Michigan,TE,Minnesota,-146,5,2020-08-01,Michigan
216,7,Brant Kuithe,Utah,TE,Dallas,-35,5,2020-08-01,Utah
217,7,Corey Bethley,TCU,DL3T,New England,-18,5,2020-08-01,Texas
218,7,Deslin Alexandre,Pitt,DL5T,Tampa Bay,+9,5,2020-08-01,Pennsylvania
219,7,Aaron Banks,Notre Dame,OG,Seattle,+7,5,2020-08-01,Indiana
220,7,Tommy Doyle,Miami (OH),OT,New Orleans,+3,5,2020-08-01,Ohio
221,7,Tomon Fox,North Carolina,EDGE,Pittsburgh (Trade),+11,5,2020-08-01,North Carolina
222,7,Drew Himmelman,Illinois State,OT,San Francisco,-3,5,2020-08-01,Illinois
223,7,Paddy Fisher,Northwestern,ILB,Kansas City,+7,5,2020-08-01,Illinois
